intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.2.9,172.16.7.7,6,22,1,54390,13,12,1636,1770,1,10,1578123108.247113
172.16.2.9,172.16.7.7,6,22,1,54392,13,12,1636,1770,1,10,1578123108.249413
172.16.2.3,180.228.148.210,6,8249,1,65137,1,1,40,40,1,0,1578123108.277533
172.16.2.12,172.16.5.11,6,22,1,55556,14,12,1688,1770,1,10,1578123108.533179
172.16.2.12,172.16.5.11,6,22,1,55558,14,12,1688,1770,1,10,1578123108.562894
172.16.2.14,172.16.5.11,6,22,1,36574,14,12,1688,1770,1,10,1578123108.584885
172.16.2.14,172.16.5.11,6,22,1,36576,14,12,1688,1770,1,10,1578123108.604667
172.16.2.14,172.16.7.11,6,22,1,39760,14,12,1688,1770,1,10,1578123108.798196
172.16.2.14,172.16.7.11,6,22,1,39762,14,12,1688,1770,1,10,1578123108.808864
172.16.2.9,172.16.7.9,6,22,1,35808,13,12,1636,1770,1,10,1578123108.826064
172.16.2.9,172.16.7.9,6,22,1,35810,13,12,1636,1770,1,10,1578123108.827773
172.16.2.3,172.16.4.13,6,22,1,53801,1,1,40,40,1,0,1578123109.20301
172.16.2.2,66.66.75.8,6,9084,1,14876,1,1,40,40,1,0,1578123109.674839
172.16.2.9,172.16.1.14,6,22,1,39058,14,12,1688,1770,1,10,1578123109.869207
172.16.2.9,172.16.1.14,6,22,1,39060,14,12,1688,1770,1,10,1578123109.869481
172.16.2.12,172.16.1.14,6,22,1,51616,14,12,1688,1770,1,10,1578123109.904625
172.16.2.12,172.16.1.14,6,22,1,51618,14,12,1688,1762,1,10,1578123109.905367
172.16.2.14,172.16.1.14,6,22,1,40568,14,12,1688,1770,1,10,1578123109.934289
172.16.2.14,172.16.1.14,6,22,1,40570,13,12,1636,1770,1,10,1578123109.994139
172.16.2.6,172.16.6.118,6,22,0,60918,0,1,0,40,1,0,1578123110.077576
172.16.2.6,172.16.2.252,6,22,0,44908,0,1,0,40,1,0,1578123110.078214
172.16.2.6,172.16.1.168,6,22,0,20120,0,1,0,40,1,0,1578123110.081884
172.16.2.6,172.16.6.126,6,22,0,55019,0,1,0,40,1,0,1578123110.084927
172.16.2.6,172.16.1.203,6,22,0,61283,0,1,0,40,1,0,1578123110.086984
172.16.2.13,172.16.5.12,6,22,1,39428,14,12,1688,1770,1,10,1578123110.689372
