intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.7.12,172.16.5.6,6,22,0,51802,12,13,2505,1636,1,11,1578123313.619319
172.16.7.12,172.16.5.6,6,22,0,51804,12,13,2505,1636,1,11,1578123313.619663
172.16.7.12,172.16.3.5,6,22,0,42626,12,14,1762,1688,1,10,1578123313.619994
172.16.7.12,172.16.3.5,6,22,0,42628,12,14,1770,1688,1,10,1578123313.620386
172.16.7.12,172.16.1.12,6,22,0,40642,12,14,1770,1688,1,10,1578123313.623185
172.16.7.12,172.16.1.12,6,22,0,40644,12,13,1770,1636,1,10,1578123313.626587
172.16.7.12,172.16.2.12,6,22,0,35370,12,13,1770,1636,1,10,1578123313.631325
172.16.7.12,172.16.2.12,6,22,0,35372,12,13,1770,1636,1,10,1578123313.635381
172.16.7.12,172.16.6.8,6,22,0,59558,12,14,1770,1688,1,10,1578123313.638007
172.16.7.12,172.16.6.8,6,22,0,59560,12,14,1770,1688,1,10,1578123313.640997
172.16.7.12,172.16.5.8,6,22,0,60510,12,14,1770,1688,1,10,1578123313.646263
172.16.7.12,172.16.5.8,6,22,0,60512,12,14,1770,1688,1,10,1578123313.648783
172.16.7.12,172.16.3.10,6,22,0,46156,10,14,1658,1688,1,10,1578123313.651472
172.16.7.12,172.16.3.10,6,22,0,46158,10,13,1666,964,1,9,1578123313.653943
172.16.7.12,172.16.1.4,6,22,0,46898,10,11,1120,1428,1,7,1578123313.655606
172.16.7.12,172.16.1.4,6,22,0,46900,9,10,1606,784,1,8,1578123313.65613
172.16.7.12,172.16.3.4,6,22,0,33128,10,12,1658,1584,1,10,1578123313.666197
172.16.7.12,172.16.3.4,6,22,0,33130,11,12,1718,1584,1,10,1578123313.667573
172.16.7.3,172.16.6.11,6,22,1,60774,12,12,1584,1770,1,10,1578123313.709091
172.16.7.3,172.16.6.11,6,22,1,60776,12,12,1584,1770,1,10,1578123313.710721
172.16.7.5,172.16.2.3,6,22,1,34226,12,12,1584,1770,1,10,1578123313.89531
172.16.7.5,172.16.2.3,6,22,1,34228,14,12,1688,1770,1,10,1578123313.895791
172.16.7.13,172.16.3.12,6,22,1,12778,1,1,40,40,1,0,1578123314.111995
172.16.7.5,172.16.2.6,6,22,1,59540,14,12,1688,1770,1,10,1578123314.381146
172.16.7.5,172.16.2.6,6,22,1,59542,14,12,1688,1770,1,10,1578123314.381554
172.16.7.4,192.168.1.18,6,22,1,60026,12,12,1760,1738,1,10,1578123314.412444
172.16.7.4,192.168.1.18,6,22,1,60028,12,12,1760,1738,1,10,1578123314.412769
172.16.7.7,172.19.75.109,6,58224,1,4567,3,4,168,228,0,4,1578123314.572413
172.16.7.5,172.16.6.14,6,22,1,54266,13,12,1636,1770,1,10,1578123314.998847
172.16.7.5,172.16.6.14,6,22,1,54268,13,12,1636,1770,1,10,1578123314.999154
172.16.7.13,172.16.4.5,6,22,0,37110,12,11,1770,1532,1,10,1578123315.014332
172.16.7.13,172.16.4.5,6,22,0,37112,12,11,1770,1532,1,10,1578123315.014941
172.16.7.4,172.16.5.12,6,22,1,49474,14,12,1688,1762,1,10,1578123315.141918
172.16.7.4,172.16.5.12,6,22,1,49476,14,12,1688,1770,1,10,1578123315.142254
172.16.7.5,172.16.5.12,6,22,1,54084,14,12,1688,1770,1,10,1578123315.142644
172.16.7.5,172.16.5.12,6,22,1,54086,14,12,1688,1770,1,10,1578123315.160063
172.16.7.7,172.16.2.146,6,22,0,17163,0,1,0,40,1,0,1578123315.341433
172.16.7.7,172.16.1.107,6,22,0,2452,0,1,0,40,1,0,1578123315.342867
172.16.7.7,172.16.4.238,6,22,0,53626,0,1,0,40,1,0,1578123315.344485
172.16.7.3,172.16.5.12,6,22,1,33668,14,12,1688,1770,1,10,1578123315.425212
172.16.7.11,172.19.75.109,6,58316,1,4567,3,4,168,228,0,4,1578123315.434136
172.16.7.3,172.16.5.12,6,22,1,33670,14,12,1688,1770,1,10,1578123315.436189
172.16.7.6,172.16.1.14,6,22,1,42422,14,12,1688,1770,1,10,1578123315.460924
172.16.7.6,172.16.1.14,6,22,1,42424,14,12,1688,1762,1,10,1578123315.461317
172.16.7.4,172.16.1.14,6,22,1,49542,14,12,1688,1770,1,10,1578123315.605388
172.16.7.4,172.16.1.14,6,22,1,49544,14,12,1688,1770,1,10,1578123315.636606
172.16.7.3,172.16.1.9,6,22,1,53200,13,12,1636,1770,1,10,1578123316.171088
172.16.7.3,172.16.1.9,6,22,1,53202,13,12,1636,1770,1,10,1578123316.17249
172.16.7.9,172.16.1.17,6,22,0,53822,0,1,0,40,1,0,1578123316.33853
172.16.7.9,172.16.6.85,6,22,0,54,0,1,0,40,1,0,1578123316.340267
172.16.7.9,172.16.7.181,6,22,0,40594,0,1,0,40,1,0,1578123316.343335
172.16.7.9,172.16.6.216,6,22,0,20587,0,1,0,40,1,0,1578123316.349851
172.16.7.9,172.16.7.39,6,22,0,48329,0,1,0,40,1,0,1578123316.351632
172.16.7.5,96.227.118.122,6,2646,1,6225,1,1,40,40,1,0,1578123316.59322
172.16.7.3,172.16.2.8,6,22,1,36006,14,12,1688,1770,1,10,1578123316.895398
172.16.7.3,172.16.2.8,6,22,1,36008,14,12,1688,1770,1,10,1578123316.922573
172.16.7.5,172.16.2.8,6,22,1,53346,14,12,1688,1770,1,10,1578123317.153513
172.16.7.5,172.16.2.8,6,22,1,53348,14,12,1688,1770,1,10,1578123317.168494
172.16.7.6,172.16.2.8,6,22,1,40890,14,12,1688,1770,1,10,1578123317.180981
172.16.7.6,172.16.2.8,6,22,1,40892,14,12,1688,1770,1,10,1578123317.205644
172.16.7.12,172.16.6.34,6,22,0,23108,0,1,0,40,1,0,1578123317.257795
172.16.7.12,172.16.2.230,6,22,0,21414,0,1,0,40,1,0,1578123317.259966
172.16.7.12,172.16.6.39,6,22,0,59799,0,1,0,40,1,0,1578123317.262686
172.16.7.12,172.16.3.81,6,22,0,19572,0,1,0,40,1,0,1578123317.264169
172.16.7.7,10.122.95.70,6,3461,1,46938,1,1,40,40,1,0,1578123317.624542
172.16.7.3,77.241.207.5,6,9345,1,64778,1,1,40,40,1,0,1578123317.628037
172.16.7.6,216.87.53.38,6,5879,1,20244,1,1,40,40,1,0,1578123317.688404
172.16.7.6,96.25.107.47,6,5383,1,58129,1,1,40,40,1,0,1578123317.76033
172.16.7.4,172.16.6.10,6,22,1,52404,14,12,1688,1770,1,10,1578123317.998797
172.16.7.4,172.16.6.10,6,22,1,52406,14,12,1688,1770,1,10,1578123317.999181
172.16.7.6,172.16.5.13,6,22,1,34450,14,12,1688,1770,1,10,1578123318.323737
172.16.7.6,172.16.5.13,6,22,1,34452,14,12,1688,1770,1,10,1578123318.345488
172.16.7.4,192.168.1.40,6,22,1,34342,12,12,1760,1730,1,10,1578123318.633848
172.16.7.4,192.168.1.40,6,22,1,34344,12,12,1760,1730,1,10,1578123318.635229
