intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.5.4,172.16.2.127,6,22,0,32162,0,1,0,40,1,0,1578123341.540946
172.16.5.4,172.16.3.180,6,22,0,41841,0,1,0,40,1,0,1578123341.54256
172.16.5.4,172.16.3.216,6,22,0,1069,0,1,0,40,1,0,1578123341.545785
172.16.5.4,172.16.7.243,6,22,0,58532,0,1,0,40,1,0,1578123341.549311
172.16.5.4,172.16.2.76,6,22,0,40216,0,1,0,40,1,0,1578123341.552728
172.16.5.4,172.16.7.46,6,22,0,26717,0,1,0,40,1,0,1578123341.554426
172.16.5.9,172.16.7.9,6,22,1,33470,14,12,1688,1770,1,10,1578123341.809989
172.16.5.9,172.16.7.9,6,22,1,33472,14,12,1688,1770,1,10,1578123341.843878
172.16.5.8,172.16.3.12,6,22,1,33638,12,12,1584,1770,1,10,1578123341.852313
172.16.5.8,172.16.3.12,6,22,1,33640,14,12,1688,1770,1,10,1578123341.853806
172.16.5.6,172.16.7.9,6,22,1,37918,11,12,1532,2505,1,11,1578123341.878912
172.16.5.6,172.16.7.9,6,22,1,37920,12,12,1584,2505,1,11,1578123341.902924
172.16.5.8,192.168.1.45,6,22,1,35214,12,12,1760,1738,1,10,1578123341.935767
172.16.5.8,192.168.1.45,6,22,1,35216,12,12,1760,1738,1,10,1578123341.936008
172.16.5.9,192.168.1.45,6,22,1,37986,12,12,1760,1738,1,10,1578123341.937198
172.16.5.9,192.168.1.45,6,22,1,37988,12,12,1760,1738,1,10,1578123341.938366
172.16.5.6,192.168.1.45,6,22,1,42544,13,12,1812,2473,1,11,1578123341.951938
172.16.5.6,192.168.1.45,6,22,1,42546,12,10,1760,2369,1,11,1578123341.952302
172.16.5.6,172.16.7.7,6,22,1,56004,12,12,1584,2505,1,11,1578123341.995047
172.16.5.6,172.16.7.7,6,22,1,56006,12,10,1584,2401,1,11,1578123341.995515
172.16.5.3,172.16.7.7,6,22,1,36084,14,12,1688,1770,1,10,1578123342.002775
172.16.5.3,172.16.7.7,6,22,1,36086,14,12,1688,1770,1,10,1578123342.004517
172.16.5.8,172.16.7.7,6,22,1,44546,14,12,1688,1770,1,10,1578123342.006361
172.16.5.8,172.16.7.7,6,22,1,44548,14,12,1688,1770,1,10,1578123342.008073
172.16.5.6,172.16.7.11,6,22,1,51284,12,12,1584,2505,1,11,1578123342.207673
172.16.5.6,172.16.7.11,6,22,1,51286,11,12,1532,2505,1,11,1578123342.239
