intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.5.8,172.16.1.9,6,22,1,39568,8,6,592,456,0,5,1578122881.493007
172.16.5.8,172.16.1.9,6,22,1,39570,8,7,592,956,0,6,1578122881.495207
172.16.5.5,172.16.1.9,6,22,1,46604,8,6,592,456,0,5,1578122881.507976
172.16.5.5,172.16.1.9,6,22,1,46606,8,6,592,456,0,5,1578122881.509049
172.16.5.9,172.16.4.10,6,22,1,44218,3,2,156,184,0,1,1578122881.544079
172.16.5.9,172.16.4.10,6,22,1,44220,2,2,104,184,0,1,1578122881.593525
172.16.5.9,172.16.6.14,6,22,1,38406,2,2,104,184,0,1,1578122881.675268
172.16.5.5,172.16.6.14,6,22,1,47882,2,2,104,184,0,1,1578122881.732362
172.16.5.9,172.16.6.14,6,22,1,38404,2,2,104,184,0,1,1578122881.739555
172.16.5.5,172.16.6.14,6,22,1,47884,2,2,104,184,0,1,1578122881.742889
172.16.5.8,211.134.243.165,6,2736,1,58796,1,1,40,40,1,0,1578122882.065478
172.16.5.13,172.16.4.161,6,22,0,39189,0,1,0,40,1,0,1578122882.083535
172.16.5.13,172.16.4.226,6,22,0,49800,0,1,0,40,1,0,1578122882.08793
172.16.5.13,172.16.6.231,6,22,0,16691,0,1,0,40,1,0,1578122882.090421
172.16.5.13,172.16.2.20,6,22,0,8067,0,1,0,40,1,0,1578122882.092526
172.16.5.13,172.16.7.248,6,22,0,55766,0,1,0,40,1,0,1578122882.094885
172.16.5.10,172.16.4.162,6,22,0,45751,0,1,0,40,1,0,1578122882.108972
172.16.5.10,172.16.2.232,6,22,0,25614,0,1,0,40,1,0,1578122882.110218
172.16.5.10,172.16.7.46,6,22,0,56059,0,1,0,40,1,0,1578122882.111772
172.16.5.10,172.16.1.229,6,22,0,19201,0,1,0,40,1,0,1578122882.113281
172.16.5.10,27.243.197.170,6,5829,1,63695,1,1,40,40,1,0,1578122882.184034
172.16.5.14,172.16.1.156,6,22,0,37635,0,1,0,40,1,0,1578122882.384295
172.16.5.14,172.16.3.161,6,22,0,23116,0,1,0,40,1,0,1578122882.387173
172.16.5.14,172.16.7.236,6,22,0,19098,0,1,0,40,1,0,1578122882.391925
172.16.5.14,172.16.5.196,6,22,0,13773,0,1,0,40,1,0,1578122882.394997
172.16.5.14,172.16.1.47,6,22,0,1742,0,1,0,40,1,0,1578122882.399362
172.16.5.14,172.16.7.225,6,22,0,44395,0,1,0,40,1,0,1578122882.40081
172.16.5.11,172.16.2.60,6,22,0,2557,0,1,0,40,1,0,1578122882.971806
172.16.5.11,172.16.2.223,6,22,0,58423,0,1,0,40,1,0,1578122882.97384
172.16.5.11,172.16.6.71,6,22,0,17495,0,1,0,40,1,0,1578122882.976733
172.16.5.11,172.16.4.220,6,22,0,15591,0,1,0,40,1,0,1578122882.97964
172.16.5.11,172.16.1.58,6,22,0,20095,0,1,0,40,1,0,1578122882.982672
172.16.5.11,172.16.3.236,6,22,0,44753,0,1,0,40,1,0,1578122882.985115
172.16.5.9,108.137.122.249,6,6444,1,34638,1,1,40,40,1,0,1578122883.472271
172.16.5.13,33.30.212.26,6,3180,1,34191,1,1,40,40,1,0,1578122883.544429
172.16.5.5,172.16.4.8,6,22,1,50976,14,12,1688,1762,1,10,1578122883.996161
172.16.5.5,172.16.4.8,6,22,1,50978,14,12,1688,1770,1,10,1578122884.032494
172.16.5.8,192.168.1.45,6,22,1,33482,11,12,1708,1730,1,10,1578122884.064746
172.16.5.8,192.168.1.45,6,22,1,33484,12,12,1760,1738,1,10,1578122884.06523
