intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.3.6,128.250.109.76,6,771,1,38821,1,1,40,40,1,0,1578123163.918042
172.16.3.14,172.16.2.13,6,22,0,53496,12,13,1770,1636,1,10,1578123164.75738
172.16.3.14,172.16.2.13,6,22,0,53498,12,13,1770,1636,1,10,1578123164.757656
172.16.3.14,172.16.4.4,6,22,0,35282,12,14,2121,1688,1,11,1578123164.757938
172.16.3.14,172.16.4.4,6,22,0,35284,10,11,1953,1420,1,8,1578123164.758366
172.16.3.6,192.168.1.40,6,22,1,59906,13,10,1812,1562,1,9,1578123164.762788
172.16.3.6,192.168.1.40,6,22,1,59908,12,10,1664,1562,1,8,1578123164.764579
172.16.3.14,172.16.2.12,6,22,0,45424,12,13,1770,1636,1,10,1578123164.768639
172.16.3.14,172.16.2.12,6,22,0,45426,12,13,1770,1636,1,10,1578123164.771455
172.16.3.14,172.16.4.9,6,22,0,52228,12,14,1770,1688,1,10,1578123164.780804
172.16.3.14,172.16.4.9,6,22,0,52230,12,13,1770,1636,1,10,1578123164.783015
172.16.3.4,192.168.1.40,6,22,1,36344,12,11,1760,1686,1,10,1578123164.783954
172.16.3.14,172.16.4.14,6,22,0,53300,12,13,1770,1636,1,10,1578123164.785415
172.16.3.14,172.16.4.14,6,22,0,53302,10,12,1666,1504,1,9,1578123164.786957
172.16.3.14,172.16.1.8,6,22,0,47714,10,9,1120,652,1,6,1578123164.788391
172.16.3.14,172.16.1.8,6,22,0,47716,8,10,1016,704,1,6,1578123164.788715
172.16.3.4,192.168.1.40,6,22,1,36346,12,11,1760,1270,1,9,1578123164.840165
172.16.3.10,84.80.116.189,6,6660,1,1263,1,1,40,40,1,0,1578123165.129498
172.16.3.5,172.16.6.10,6,22,1,52575,2,1,80,44,1,0,1578123165.639934
172.16.3.10,172.16.6.12,6,22,1,46488,13,12,1636,1770,1,10,1578123166.368101
172.16.3.10,172.16.6.12,6,22,1,46490,13,12,1636,1770,1,10,1578123166.374736
172.16.3.6,172.16.6.12,6,22,1,56026,13,12,1636,1770,1,10,1578123166.37909
172.16.3.6,172.16.6.12,6,22,1,56028,13,12,1636,1770,1,10,1578123166.381342
172.16.3.5,172.16.6.12,6,22,1,37616,13,12,1636,1770,1,10,1578123166.3902
172.16.3.5,172.16.6.10,6,22,1,45174,14,12,1688,1770,1,10,1578123166.390622
172.16.3.5,172.16.6.12,6,22,1,37618,13,12,1636,1770,1,10,1578123166.391728
172.16.3.5,172.16.6.10,6,22,1,45176,14,12,1688,1770,1,10,1578123166.394592
172.16.3.5,172.16.5.14,6,22,1,49002,11,12,1532,1762,1,10,1578123166.43379
172.16.3.5,172.16.5.14,6,22,1,49004,12,12,1584,1770,1,10,1578123166.435205
172.16.3.12,172.16.4.195,6,22,0,12407,0,1,0,40,1,0,1578123166.742109
172.16.3.12,172.16.6.36,6,22,0,62947,0,1,0,40,1,0,1578123166.743965
172.16.3.12,172.16.3.36,6,22,0,18494,0,1,0,40,1,0,1578123166.745432
172.16.3.6,172.16.4.8,6,22,1,49884,14,12,1688,1770,1,10,1578123167.395937
172.16.3.6,172.16.4.8,6,22,1,49886,14,12,1688,1770,1,10,1578123167.396296
172.16.3.4,172.16.5.4,6,22,1,57758,14,12,1688,1770,1,10,1578123167.471489
172.16.3.4,172.16.5.4,6,22,1,57760,14,12,1688,1770,1,10,1578123167.471906
172.16.3.5,110.161.223.229,6,4941,1,21372,1,1,40,40,1,0,1578123167.718175
172.16.3.5,172.16.5.4,6,22,1,59670,14,12,1688,1770,1,10,1578123167.740251
172.16.3.5,172.16.5.4,6,22,1,59672,14,12,1688,1770,1,10,1578123167.761336
172.16.3.10,172.16.1.14,6,22,1,30668,2,1,80,44,1,0,1578123167.944418
172.16.3.12,172.16.1.14,6,22,1,64836,1,1,40,40,1,0,1578123167.956515
172.16.3.14,172.16.6.222,6,22,0,17185,0,1,0,40,1,0,1578123168.094225
172.16.3.14,172.16.5.82,6,22,0,22346,0,1,0,40,1,0,1578123168.098177
172.16.3.14,172.16.7.254,6,22,0,10895,0,1,0,40,1,0,1578123168.099658
172.16.3.14,172.16.6.167,6,22,0,29337,0,1,0,40,1,0,1578123168.102082
172.16.3.14,172.16.5.32,6,22,0,39170,0,1,0,40,1,0,1578123168.105438
172.16.3.14,172.16.6.113,6,22,0,56541,0,1,0,40,1,0,1578123168.107113
172.16.3.7,172.16.3.76,6,22,0,40040,0,1,0,40,1,0,1578123168.246894
172.16.3.7,172.16.6.34,6,22,0,45094,0,1,0,40,1,0,1578123168.251098
172.16.3.7,172.16.6.111,6,22,0,50036,0,1,0,40,1,0,1578123168.252195
172.16.3.7,172.16.5.100,6,22,0,35328,0,1,0,40,1,0,1578123168.254527
172.16.3.7,172.16.7.177,6,22,0,24856,0,1,0,40,1,0,1578123168.256692
172.16.3.10,172.16.1.10,6,22,1,33292,13,12,1636,1770,1,10,1578123168.317823
172.16.3.10,172.16.1.10,6,22,1,33294,13,12,1636,1762,1,10,1578123168.318299
172.16.3.10,172.16.7.7,6,22,1,47094,14,12,1688,1770,1,10,1578123169.046673
