intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.4.5,172.16.7.13,6,22,1,37150,6,7,488,956,0,6,1578123365.162334
172.16.4.4,172.16.2.6,6,22,1,42802,10,11,1472,2061,0,11,1578123365.163386
172.16.4.4,192.168.1.18,6,22,1,42122,3,1,156,52,0,0,1578123365.181167
172.16.4.5,172.16.7.13,6,22,1,37152,6,9,568,1060,0,7,1578123365.18401
172.16.4.4,172.16.2.6,6,22,1,42804,11,12,1532,2121,1,11,1578123365.192637
172.16.4.4,192.168.1.18,6,22,1,42124,2,1,104,52,0,0,1578123365.20973
172.16.4.5,172.16.2.6,6,22,1,37566,14,12,1688,1762,1,10,1578123365.215771
172.16.4.5,172.16.2.6,6,22,1,37568,14,12,1688,1770,1,10,1578123365.230085
172.16.4.14,172.16.2.6,6,22,1,55400,14,12,1688,1770,1,10,1578123365.258529
172.16.4.14,172.16.2.6,6,22,1,55402,14,12,1688,1770,1,10,1578123365.260186
172.16.4.5,192.168.1.18,6,22,1,34816,3,2,156,184,0,1,1578123365.376864
172.16.4.14,172.16.6.14,6,22,1,42616,13,12,1636,1762,1,10,1578123365.382236
172.16.4.14,172.16.6.14,6,22,1,42618,13,12,1636,1770,1,10,1578123365.38379
172.16.4.5,192.168.1.18,6,22,1,34814,3,2,156,184,0,1,1578123365.388515
172.16.4.9,86.181.198.121,6,3387,1,36028,1,1,40,40,1,0,1578123365.574619
172.16.4.11,172.16.5.12,6,22,1,49088,13,12,1636,1770,1,10,1578123366.10327
172.16.4.11,172.16.5.12,6,22,1,49090,13,12,1636,1770,1,10,1578123366.103497
172.16.4.10,172.16.1.235,6,22,0,64006,0,1,0,40,1,0,1578123366.203854
172.16.4.10,172.16.3.52,6,22,0,10591,0,1,0,40,1,0,1578123366.206595
172.16.4.10,172.16.7.106,6,22,0,51191,0,1,0,40,1,0,1578123366.208741
172.16.4.10,172.16.1.92,6,22,0,52705,0,1,0,40,1,0,1578123366.211289
172.16.4.10,172.16.1.200,6,22,0,44919,0,1,0,40,1,0,1578123366.212778
172.16.4.11,172.16.5.10,6,22,1,4529,2,1,80,44,1,0,1578123366.768101
172.16.4.8,178.126.157.118,6,452,1,25831,1,1,40,40,1,0,1578123366.847638
172.16.4.2,186.65.108.138,6,538,1,23659,1,1,40,40,1,0,1578123366.914507
172.16.4.4,172.16.3.14,6,22,1,35982,12,10,1584,2017,1,11,1578123366.939739
172.16.4.4,172.16.3.14,6,22,1,35984,12,10,1584,2017,1,11,1578123366.941645
172.16.4.9,172.16.1.14,6,22,1,48180,14,12,1688,1770,1,10,1578123366.955084
172.16.4.9,172.16.3.14,6,22,1,52928,13,12,1636,1770,1,10,1578123366.955731
172.16.4.9,172.16.3.14,6,22,1,52930,13,12,1636,1770,1,10,1578123366.957346
172.16.4.9,172.16.1.14,6,22,1,48182,14,12,1688,1762,1,10,1578123366.958052
172.16.4.14,172.16.3.14,6,22,1,54000,13,12,1636,1770,1,10,1578123366.958964
172.16.4.14,172.16.3.14,6,22,1,54002,13,12,1636,1770,1,10,1578123366.960009
172.16.4.4,172.16.1.14,6,22,1,51606,13,11,1636,2069,1,11,1578123366.989293
172.16.4.5,162.14.46.113,6,8866,1,19545,1,1,40,40,1,0,1578123366.992556
172.16.4.4,172.16.1.14,6,22,1,51608,13,12,1636,2121,1,11,1578123367.000952
172.16.4.5,172.16.1.9,6,22,1,37404,10,11,1304,1718,1,7,1578123367.081686
172.16.4.5,172.16.1.9,6,22,1,37406,13,10,1572,1602,1,8,1578123367.081923
172.16.4.9,172.16.1.9,6,22,1,59536,12,12,1584,1770,1,10,1578123367.136865
172.16.4.9,172.16.1.9,6,22,1,59538,14,12,1688,1770,1,10,1578123367.158806
172.16.4.13,172.16.1.4,6,22,0,60172,11,14,1270,1688,1,9,1578123367.189472
172.16.4.13,172.16.1.4,6,22,0,60174,11,14,1270,1688,1,9,1578123367.189771
172.16.4.13,172.16.6.13,6,22,0,37720,12,14,1770,1688,1,10,1578123367.190087
172.16.4.13,172.16.6.13,6,22,0,37722,12,14,1770,1688,1,10,1578123367.193786
172.16.4.13,172.16.1.12,6,22,0,39470,12,14,1770,1688,1,10,1578123367.198764
172.16.4.13,172.16.1.12,6,22,0,39472,12,14,1770,1688,1,10,1578123367.199984
172.16.4.13,172.16.1.3,6,22,0,60216,9,11,1725,1516,1,9,1578123367.202849
172.16.4.13,172.16.1.3,6,22,0,60218,12,12,2121,1584,1,11,1578123367.203516
172.16.4.13,172.16.2.13,6,22,0,51100,12,14,1770,1688,1,10,1578123367.208091
172.16.4.13,172.16.2.13,6,22,0,51102,12,14,1770,1688,1,10,1578123367.20861
172.16.4.13,172.16.6.8,6,22,0,36930,12,14,1770,1688,1,10,1578123367.209676
172.16.4.13,172.16.6.8,6,22,0,36932,12,14,1770,1688,1,10,1578123367.212999
172.16.4.11,172.16.5.14,6,22,1,50052,13,10,1636,1120,1,9,1578123367.218686
172.16.4.11,172.16.5.14,6,22,1,50054,12,9,912,1068,1,8,1578123367.219114
172.16.4.13,172.16.3.10,6,22,0,60038,11,11,1710,1524,0,10,1578123367.227602
172.16.4.12,172.19.75.109,6,38468,1,4567,3,4,168,228,0,4,1578123367.256757
172.16.4.13,172.16.3.10,6,22,0,60036,9,9,1052,1396,0,8,1578123367.259343
172.16.4.12,172.16.6.9,6,22,0,45516,12,14,1770,1688,1,10,1578123367.351376
172.16.4.12,172.16.6.9,6,22,0,45518,12,14,1770,1688,1,10,1578123367.351862
172.16.4.12,172.16.3.10,6,22,0,43256,12,14,1770,1688,1,10,1578123367.35853
172.16.4.12,172.16.3.10,6,22,0,43258,12,14,1762,1688,1,10,1578123367.360915
172.16.4.8,172.16.5.115,6,22,0,54473,0,1,0,40,1,0,1578123367.378133
172.16.4.8,172.16.4.99,6,22,0,7538,0,1,0,40,1,0,1578123367.380257
172.16.4.8,172.16.5.149,6,22,0,35025,0,1,0,40,1,0,1578123367.382792
172.16.4.12,172.16.6.170,6,22,0,63971,0,1,0,40,1,0,1578123367.44691
172.16.4.12,172.16.5.58,6,22,0,12928,0,1,0,40,1,0,1578123367.448283
172.16.4.12,172.16.4.118,6,22,0,3153,0,1,0,40,1,0,1578123367.448906
172.16.4.12,172.16.7.121,6,22,0,46881,0,1,0,40,1,0,1578123367.458546
172.16.4.12,172.16.7.59,6,22,0,26468,0,1,0,40,1,0,1578123367.470701
172.16.4.12,172.16.6.79,6,22,0,5556,0,1,0,40,1,0,1578123367.472389
172.16.4.5,172.16.2.8,6,22,1,51854,14,12,1688,1770,1,10,1578123367.479695
172.16.4.5,172.16.2.8,6,22,1,51856,14,12,1688,1770,1,10,1578123367.490616
172.16.4.9,172.16.5.13,6,22,1,56982,14,12,1688,1770,1,10,1578123368.568029
172.16.4.9,172.16.5.13,6,22,1,56984,14,12,1688,1770,1,10,1578123368.579394
172.16.4.11,172.16.5.13,6,22,1,39550,14,12,1688,1770,1,10,1578123368.588501
172.16.4.11,172.16.5.13,6,22,1,39552,12,12,1584,1762,1,10,1578123368.5989
172.16.4.4,172.16.5.13,6,22,1,40492,11,12,1532,2121,1,11,1578123368.703636
172.16.4.4,172.16.5.13,6,22,1,40494,12,12,1584,2121,1,11,1578123368.721727
