intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.7.5,172.16.6.14,6,22,1,53762,7,8,540,1008,0,6,1578123133.163421
172.16.7.5,172.16.6.14,6,22,1,53764,9,9,1396,1060,0,8,1578123133.167082
172.16.7.5,172.16.2.3,6,22,1,33954,14,12,1688,1770,1,10,1578123133.311211
172.16.7.5,172.16.2.3,6,22,1,33956,14,12,1688,1770,1,10,1578123133.321993
172.16.7.9,172.16.3.221,6,22,0,20831,0,1,0,40,1,0,1578123133.57657
172.16.7.9,172.16.7.39,6,22,0,13088,0,1,0,40,1,0,1578123133.578328
172.16.7.9,172.16.1.47,6,22,0,49924,0,1,0,40,1,0,1578123133.582233
172.16.7.9,172.16.2.136,6,22,0,62699,0,1,0,40,1,0,1578123133.586109
172.16.7.9,172.16.7.160,6,22,0,52865,0,1,0,40,1,0,1578123133.587549
172.16.7.3,172.16.2.8,6,22,1,35190,14,12,1688,1770,1,10,1578123133.701483
172.16.7.3,172.16.2.8,6,22,1,35192,14,12,1688,1770,1,10,1578123133.702276
172.16.7.5,172.16.2.8,6,22,1,52530,14,12,1688,1770,1,10,1578123133.746464
172.16.7.5,172.16.2.8,6,22,1,52532,14,12,1688,1762,1,10,1578123133.769793
172.16.7.6,172.16.2.8,6,22,1,40074,12,12,1584,1770,1,10,1578123133.811408
172.16.7.6,172.16.2.8,6,22,1,40076,12,12,1584,1770,1,10,1578123133.829587
172.16.7.10,199.3.250.95,6,4207,1,14519,1,1,40,40,1,0,1578123134.043679
172.16.7.11,223.113.170.210,6,5454,1,32321,1,1,40,40,1,0,1578123134.080318
172.16.7.11,31.240.194.144,6,781,1,37449,1,1,40,40,1,0,1578123134.164246
172.16.7.2,71.189.238.37,6,8730,1,62815,1,1,40,40,1,0,1578123134.213415
172.16.7.4,192.168.1.40,6,22,1,33414,12,12,1760,1730,1,10,1578123134.40211
172.16.7.4,192.168.1.40,6,22,1,33416,12,12,1760,1738,1,10,1578123134.403537
172.16.7.7,172.19.75.109,6,58224,1,4567,3,4,168,228,0,4,1578123134.536789
172.16.7.12,172.16.3.54,6,22,0,65162,0,1,0,40,1,0,1578123134.579515
172.16.7.12,172.16.7.119,6,22,0,26670,0,1,0,40,1,0,1578123134.581742
172.16.7.12,172.16.6.183,6,22,0,23745,0,1,0,40,1,0,1578123134.588468
172.16.7.12,172.16.7.138,6,22,0,10859,0,1,0,40,1,0,1578123134.589936
172.16.7.12,172.16.7.172,6,22,0,56589,0,1,0,40,1,0,1578123134.595773
172.16.7.12,172.16.2.188,6,22,0,7017,0,1,0,40,1,0,1578123134.600533
172.16.7.11,172.19.75.109,6,58316,1,4567,3,4,168,228,0,4,1578123135.387396
172.16.7.3,172.16.6.12,6,22,1,36956,13,12,1636,1770,1,10,1578123135.991373
172.16.7.3,172.16.6.12,6,22,1,36958,14,12,1688,1770,1,10,1578123135.991407
172.16.7.6,172.16.6.12,6,22,1,57448,13,12,1636,1770,1,10,1578123136.020963
172.16.7.6,172.16.6.12,6,22,1,57450,13,12,1636,1770,1,10,1578123136.023622
172.16.7.13,172.16.1.191,6,22,0,40720,0,1,0,40,1,0,1578123136.163557
172.16.7.13,172.16.7.153,6,22,0,18951,0,1,0,40,1,0,1578123136.165953
172.16.7.13,172.16.1.226,6,22,0,23106,0,1,0,40,1,0,1578123136.170245
172.16.7.13,172.16.6.79,6,22,0,8152,0,1,0,40,1,0,1578123136.172463
172.16.7.13,172.16.7.92,6,22,0,58161,0,1,0,40,1,0,1578123136.174306
172.16.7.4,172.16.4.8,6,22,1,54468,14,12,1688,1762,1,10,1578123136.507282
172.16.7.4,172.16.4.8,6,22,1,54470,14,12,1688,1770,1,10,1578123136.515414
172.16.7.11,172.16.6.219,6,22,0,9587,0,1,0,40,1,0,1578123136.550573
172.16.7.11,172.16.4.204,6,22,0,44516,0,1,0,40,1,0,1578123136.554826
172.16.7.11,172.16.5.199,6,22,0,49758,0,1,0,40,1,0,1578123136.558187
172.16.7.11,172.16.4.69,6,22,0,27291,0,1,0,40,1,0,1578123136.56343
172.16.7.11,172.16.4.6,6,22,0,2788,0,1,0,40,1,0,1578123136.566661
172.16.7.11,172.16.7.58,6,22,0,54578,0,1,0,40,1,0,1578123136.568373
172.16.7.10,172.16.6.37,6,22,0,58395,0,1,0,40,1,0,1578123136.624885
172.16.7.10,172.16.2.243,6,22,0,59322,0,1,0,40,1,0,1578123136.626326
172.16.7.10,172.16.4.174,6,22,0,39513,0,1,0,40,1,0,1578123136.629971
172.16.7.10,172.16.5.163,6,22,0,7008,0,1,0,40,1,0,1578123136.639398
172.16.7.10,172.16.3.156,6,22,0,32886,0,1,0,40,1,0,1578123136.641009
172.16.7.3,172.16.4.8,6,22,1,58890,14,12,1688,1770,1,10,1578123136.755707
172.16.7.3,172.16.4.8,6,22,1,58892,14,12,1688,1770,1,10,1578123136.779753
