intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.3.5,172.16.7.11,6,22,1,37066,5,6,420,456,0,4,1578123383.397771
172.16.3.10,172.16.7.7,6,22,1,47998,2,1,104,52,0,0,1578123383.39916
172.16.3.10,172.16.7.7,6,22,1,48000,3,1,156,52,0,0,1578123383.412734
172.16.3.5,172.16.7.11,6,22,1,37064,3,3,156,236,0,1,1578123383.433752
172.16.3.7,172.16.1.13,6,22,0,37742,11,14,1270,1688,1,9,1578123383.582219
172.16.3.7,172.16.1.13,6,22,0,37744,12,14,1770,1688,1,10,1578123383.582575
172.16.3.7,172.16.2.13,6,22,0,38490,12,14,1770,1688,1,10,1578123383.582866
172.16.3.7,172.16.2.13,6,22,0,38492,12,14,1770,1688,1,10,1578123383.583317
172.16.3.7,172.16.2.14,6,22,0,49368,12,14,1770,1688,1,10,1578123383.593972
172.16.3.7,172.16.2.14,6,22,0,49370,12,13,1770,1636,1,10,1578123383.596168
172.16.3.7,172.16.4.5,6,22,0,48970,12,14,1770,1688,1,10,1578123383.597684
172.16.3.7,172.16.4.5,6,22,0,48972,12,13,1770,1636,1,10,1578123383.599152
172.16.3.7,172.16.5.9,6,22,0,55950,10,12,1666,1504,1,9,1578123383.600623
172.16.3.7,172.16.5.9,6,22,0,55952,12,13,1770,1636,1,10,1578123383.602085
172.16.3.7,172.16.1.4,6,22,0,48166,11,12,1710,1504,1,9,1578123383.603559
172.16.3.7,172.16.1.4,6,22,0,48168,11,11,1718,780,1,8,1578123383.603929
172.16.3.7,172.16.1.12,6,22,0,54134,11,13,1718,1636,1,10,1578123383.604147
172.16.3.7,172.16.1.12,6,22,0,54136,9,12,1614,832,1,8,1578123383.605197
172.16.3.7,172.16.5.8,6,22,0,39292,9,10,1614,704,1,7,1578123383.607015
172.16.3.7,172.16.5.8,6,22,0,39294,7,8,956,600,1,6,1578123383.609457
172.16.3.7,172.16.5.5,6,22,0,50366,9,9,1060,724,0,7,1578123383.614888
172.16.3.10,172.16.7.11,6,22,1,55558,3,2,156,184,0,1,1578123383.624155
172.16.3.10,172.16.7.11,6,22,1,55556,3,2,156,184,0,1,1578123383.646883
172.16.3.6,172.16.1.11,6,22,1,40458,14,12,1688,1770,1,10,1578123383.682769
172.16.3.7,172.16.5.5,6,22,0,50364,6,7,456,540,0,5,1578123383.687986
172.16.3.6,172.16.1.11,6,22,1,40460,14,12,1688,1770,1,10,1578123383.69305
172.16.3.10,209.32.191.144,6,9777,1,13840,1,1,40,40,1,0,1578123383.705474
172.16.3.5,119.170.217.73,6,3204,1,4171,1,1,40,40,1,0,1578123383.746899
172.16.3.14,54.80.132.231,6,5612,1,26705,1,1,40,40,1,0,1578123383.801536
172.16.3.4,172.16.1.11,6,22,1,34064,12,12,1584,1770,1,10,1578123383.858599
172.16.3.4,172.16.1.11,6,22,1,34066,12,12,1584,1770,1,10,1578123383.885019
172.16.3.12,172.16.7.254,6,22,0,39660,0,1,0,40,1,0,1578123384.354908
172.16.3.12,172.16.3.74,6,22,0,22821,0,1,0,40,1,0,1578123384.357631
172.16.3.12,172.16.6.194,6,22,0,42767,0,1,0,40,1,0,1578123384.361438
172.16.3.12,172.16.2.31,6,22,0,52202,0,1,0,40,1,0,1578123384.363847
172.16.3.12,172.16.4.135,6,22,0,24002,0,1,0,40,1,0,1578123384.365291
172.16.3.5,172.16.7.12,6,22,1,42906,13,12,1636,1770,1,10,1578123384.651911
172.16.3.5,172.16.7.12,6,22,1,42908,13,12,1636,1770,1,10,1578123384.651947
172.16.3.10,172.16.7.12,6,22,1,46436,14,12,1688,1770,1,10,1578123384.665479
172.16.3.10,172.16.7.12,6,22,1,46438,13,12,1636,1770,1,10,1578123384.665687
172.16.3.4,172.16.7.12,6,22,1,33408,13,12,1636,1770,1,10,1578123384.683739
172.16.3.4,172.16.7.12,6,22,1,33410,13,12,1636,1770,1,10,1578123384.686285
172.16.3.10,115.154.238.167,6,9557,1,40629,1,1,40,40,1,0,1578123384.851059
172.16.3.4,192.168.1.18,6,22,1,33392,11,12,1708,1730,1,10,1578123385.617687
172.16.3.4,192.168.1.18,6,22,1,33394,11,12,1708,1730,1,10,1578123385.618146
172.16.3.14,172.16.1.173,6,22,0,44007,0,1,0,40,1,0,1578123385.701936
172.16.3.14,172.16.4.150,6,22,0,53140,0,1,0,40,1,0,1578123385.704768
172.16.3.14,172.16.7.26,6,22,0,5094,0,1,0,40,1,0,1578123385.70479
172.16.3.14,172.16.4.242,6,22,0,12812,0,1,0,40,1,0,1578123385.707967
