intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.3.4,172.16.1.14,6,22,1,33762,14,12,1688,1770,1,10,1578122664.175465
172.16.3.4,172.16.1.14,6,22,1,33764,14,12,1688,1770,1,10,1578122664.197737
172.16.3.4,192.168.1.18,6,22,1,58870,12,12,1760,1730,1,10,1578122664.429257
172.16.3.4,192.168.1.18,6,22,1,58872,12,12,1760,1738,1,10,1578122664.457562
172.16.3.7,80.3.87.128,6,4728,1,46636,1,1,40,40,1,0,1578122665.193933
172.16.3.14,183.198.131.202,6,4396,1,57214,1,1,40,40,1,0,1578122665.249971
172.16.3.4,172.16.4.7,6,22,1,47348,13,12,1636,1770,1,10,1578122665.279308
172.16.3.4,172.16.4.7,6,22,1,47350,13,12,1636,1770,1,10,1578122665.281832
172.16.3.14,168.228.47.65,6,2711,1,38328,1,1,40,40,1,0,1578122665.348389
172.16.3.5,141.32.32.155,6,2158,1,49188,1,1,40,40,1,0,1578122665.368993
172.16.3.7,70.236.166.48,6,6102,1,29557,1,1,40,40,1,0,1578122666.429105
172.16.3.2,42.155.28.191,6,6958,1,14337,1,1,40,40,1,0,1578122666.462895
172.16.3.12,183.59.119.138,6,7656,1,14456,1,1,40,40,1,0,1578122666.512641
172.16.3.6,192.168.1.40,6,22,1,57650,12,12,1760,1738,1,10,1578122666.75588
172.16.3.6,192.168.1.40,6,22,1,57652,12,12,1760,1730,1,10,1578122666.760448
172.16.3.4,192.168.1.40,6,22,1,34088,12,12,1760,1730,1,10,1578122666.799044
172.16.3.4,192.168.1.40,6,22,1,34090,12,12,1760,1738,1,10,1578122666.805292
172.16.3.10,172.16.1.10,6,22,1,60868,14,12,1688,1770,1,10,1578122666.95111
172.16.3.10,172.16.1.10,6,22,1,60870,12,12,1584,1770,1,10,1578122666.963595
172.16.3.14,52.98.1.74,6,2963,1,26157,1,1,40,40,1,0,1578122668.016461
172.16.3.4,12.255.236.70,6,8702,1,31814,1,1,40,40,1,0,1578122668.051582
172.16.3.12,172.16.3.74,6,22,0,33327,0,1,0,40,1,0,1578122668.262082
172.16.3.12,172.16.6.78,6,22,0,21006,0,1,0,40,1,0,1578122668.267147
172.16.3.12,172.16.5.75,6,22,0,35550,0,1,0,40,1,0,1578122668.271727
172.16.3.12,172.16.3.49,6,22,0,16316,0,1,0,40,1,0,1578122668.275395
172.16.3.12,172.16.7.216,6,22,0,13389,0,1,0,40,1,0,1578122668.278779
172.16.3.12,172.16.7.220,6,22,0,13905,0,1,0,40,1,0,1578122668.280486
172.16.3.6,172.16.1.11,6,22,1,38702,14,12,1688,1770,1,10,1578122668.680222
172.16.3.6,172.16.1.11,6,22,1,38704,14,12,1688,1770,1,10,1578122668.694125
172.16.3.12,147.66.116.84,6,3880,1,36165,1,1,40,40,1,0,1578122669.019153
172.16.3.5,14.3.24.58,6,8525,1,51408,1,1,40,40,1,0,1578122669.023545
172.16.3.14,172.16.5.154,6,22,0,63233,0,1,0,40,1,0,1578122669.602405
172.16.3.14,172.16.2.119,6,22,0,2745,0,1,0,40,1,0,1578122669.603725
172.16.3.14,172.16.3.251,6,22,0,30190,0,1,0,40,1,0,1578122669.605357
172.16.3.14,172.16.1.88,6,22,0,4675,0,1,0,40,1,0,1578122669.608125
