intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.6.8,172.16.7.12,6,22,1,60194,11,10,1524,1112,0,9,1578123466.084213
172.16.6.8,172.16.7.12,6,22,1,60196,11,10,1524,1112,0,9,1578123466.097446
172.16.6.14,172.16.7.5,6,22,0,54686,12,14,1770,1688,1,10,1578123466.220145
172.16.6.14,172.16.7.5,6,22,0,54688,12,14,1762,1688,1,10,1578123466.220895
172.16.6.14,172.16.5.9,6,22,0,39904,12,14,1770,1688,1,10,1578123466.244878
172.16.6.14,172.16.5.9,6,22,0,39906,12,14,1770,1688,1,10,1578123466.256405
172.16.6.14,172.16.2.9,6,22,0,59526,12,14,1770,1688,1,10,1578123466.314062
172.16.6.14,172.16.2.9,6,22,0,59528,12,14,1770,1688,1,10,1578123466.343928
172.16.6.4,172.16.7.12,6,22,1,58464,14,12,1688,1770,1,10,1578123466.34458
172.16.6.4,172.16.7.12,6,22,1,58466,14,12,1688,1770,1,10,1578123466.370172
172.16.6.14,172.16.5.5,6,22,0,49382,12,14,1770,1688,1,10,1578123466.375903
172.16.6.14,172.16.5.5,6,22,0,49384,12,14,1762,1688,1,10,1578123466.397832
172.16.6.14,172.16.4.14,6,22,0,42896,12,14,1762,1688,1,10,1578123466.428724
172.16.6.14,172.16.4.14,6,22,0,42898,12,14,1770,1688,1,10,1578123466.452077
172.16.6.14,172.16.1.4,6,22,0,45582,12,14,1770,1688,1,10,1578123466.478022
172.16.6.14,172.16.1.4,6,22,0,45584,12,14,1770,1688,1,10,1578123466.496219
172.16.6.14,172.16.1.3,6,22,0,42418,12,12,2121,1584,1,11,1578123466.516811
172.16.6.10,52.187.242.164,6,3333,1,60771,1,1,40,40,1,0,1578123466.516962
172.16.6.3,29.135.204.66,6,5153,1,14984,1,1,40,40,1,0,1578123466.525268
172.16.6.10,87.39.177.56,6,9513,1,31791,1,1,40,40,1,0,1578123466.547079
172.16.6.14,172.16.1.3,6,22,0,42420,12,12,2121,1584,1,11,1578123466.547091
172.16.6.5,172.16.4.235,6,22,0,61535,0,1,0,40,1,0,1578123466.550188
172.16.6.5,172.16.5.147,6,22,0,57859,0,1,0,40,1,0,1578123466.552287
172.16.6.5,172.16.2.146,6,22,0,16933,0,1,0,40,1,0,1578123466.554714
172.16.6.5,172.16.2.66,6,22,0,55922,0,1,0,40,1,0,1578123466.556315
172.16.6.9,192.168.1.18,6,22,1,43726,11,12,1708,1738,1,10,1578123467.213915
172.16.6.9,192.168.1.18,6,22,1,43728,11,12,1708,1730,1,10,1578123467.214333
172.16.6.8,192.168.1.18,6,22,1,48084,11,12,1708,1730,1,10,1578123467.236989
172.16.6.8,192.168.1.18,6,22,1,48086,13,12,1812,1738,1,10,1578123467.245394
172.16.6.4,192.168.1.18,6,22,1,40132,11,12,1708,1738,1,10,1578123467.261375
172.16.6.4,192.168.1.18,6,22,1,40134,11,12,1708,1730,1,10,1578123467.263232
172.16.6.9,172.16.4.12,6,22,1,45636,14,12,1688,1770,1,10,1578123467.542871
172.16.6.9,172.16.4.12,6,22,1,45638,14,12,1688,1770,1,10,1578123467.543233
