intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.7.4,192.168.1.40,6,22,1,33030,7,9,1468,1028,0,8,1578123053.153685
172.16.7.4,192.168.1.40,6,22,1,33032,7,9,1468,1028,0,8,1578123053.15424
172.16.7.5,172.16.2.3,6,22,1,33890,11,12,1532,1770,1,10,1578123053.170673
172.16.7.5,172.16.2.3,6,22,1,33892,11,12,1532,1770,1,10,1578123053.174187
172.16.7.5,67.66.212.21,6,7277,1,6879,1,1,40,40,1,0,1578123054.091225
172.16.7.7,172.19.75.109,6,58224,1,4567,4,4,220,228,0,4,1578123054.520324
172.16.7.3,172.16.6.12,6,22,1,36640,14,12,1688,1770,1,10,1578123054.722953
172.16.7.3,172.16.6.12,6,22,1,36642,14,12,1688,1770,1,10,1578123054.72497
172.16.7.6,75.103.93.229,6,7441,1,27856,1,1,40,40,1,0,1578123055.340404
172.16.7.11,172.19.75.109,6,58316,1,4567,3,4,168,228,0,4,1578123055.368825
172.16.7.12,100.250.79.29,6,7584,1,21453,1,1,40,40,1,0,1578123055.385236
172.16.7.7,172.16.2.159,6,22,0,44055,0,1,0,40,1,0,1578123055.511155
172.16.7.7,172.16.7.210,6,22,0,34749,0,1,0,40,1,0,1578123055.514862
172.16.7.7,172.16.2.201,6,22,0,8428,0,1,0,40,1,0,1578123055.521008
172.16.7.7,172.16.5.176,6,22,0,33706,0,1,0,40,1,0,1578123055.525206
172.16.7.7,172.16.6.198,6,22,0,25871,0,1,0,40,1,0,1578123055.528104
172.16.7.7,172.16.1.187,6,22,0,45357,0,1,0,40,1,0,1578123055.529733
172.16.7.4,172.16.4.8,6,22,1,54172,14,12,1688,1770,1,10,1578123055.734532
172.16.7.4,172.16.4.8,6,22,1,54174,14,12,1688,1770,1,10,1578123055.736713
172.16.7.3,172.16.4.8,6,22,1,58594,14,12,1688,1770,1,10,1578123055.756923
172.16.7.3,172.16.4.8,6,22,1,58596,13,12,1636,1762,1,10,1578123055.758413
172.16.7.5,172.16.6.5,6,22,1,34086,13,12,1636,1762,1,10,1578123056.317045
172.16.7.5,172.16.6.5,6,22,1,34088,13,12,1636,1770,1,10,1578123056.318397
172.16.7.9,172.16.4.133,6,22,0,61460,0,1,0,40,1,0,1578123056.35381
172.16.7.9,172.16.6.198,6,22,0,6273,0,1,0,40,1,0,1578123056.356192
172.16.7.9,172.16.7.87,6,22,0,10860,0,1,0,40,1,0,1578123056.35759
172.16.7.12,172.16.6.21,6,22,0,57007,0,1,0,40,1,0,1578123057.367564
172.16.7.12,172.16.5.15,6,22,0,19460,0,1,0,40,1,0,1578123057.374839
172.16.7.12,172.16.6.52,6,22,0,48471,0,1,0,40,1,0,1578123057.375323
172.16.7.12,172.16.3.137,6,22,0,2202,0,1,0,40,1,0,1578123057.381569
172.16.7.12,172.16.7.76,6,22,0,49946,0,1,0,40,1,0,1578123057.385201
172.16.7.12,172.16.7.163,6,22,0,27772,0,1,0,40,1,0,1578123057.390151
172.16.7.7,172.16.4.4,6,22,0,50930,12,13,2121,1636,1,11,1578123057.397101
172.16.7.7,172.16.4.4,6,22,0,50932,12,12,2121,1584,1,11,1578123057.413012
172.16.7.7,172.16.5.6,6,22,0,54860,12,12,2505,1584,1,11,1578123057.465707
172.16.7.7,172.16.5.6,6,22,0,54862,12,12,2505,1584,1,11,1578123057.485753
172.16.7.7,172.16.6.13,6,22,0,55994,12,14,1770,1688,1,10,1578123057.502456
172.16.7.7,172.16.6.13,6,22,0,55996,12,14,1770,1688,1,10,1578123057.521683
172.16.7.7,172.16.1.4,6,22,0,52350,12,14,1762,1688,1,10,1578123057.534082
172.16.7.7,172.16.1.4,6,22,0,52352,12,11,1762,1532,1,10,1578123057.538274
172.16.7.7,172.16.5.3,6,22,0,34940,12,11,1770,1532,1,10,1578123057.539917
172.16.7.7,172.16.5.3,6,22,0,34942,12,14,1770,1688,1,10,1578123057.540259
172.16.7.7,172.16.5.8,6,22,0,43402,12,13,1770,1636,1,10,1578123057.543552
172.16.7.7,172.16.5.8,6,22,0,43404,12,14,1770,1688,1,10,1578123057.544162
172.16.7.9,172.16.2.9,6,22,0,35628,12,14,1770,1688,1,10,1578123057.75055
172.16.7.9,172.16.2.9,6,22,0,35630,12,14,1770,1688,1,10,1578123057.758815
172.16.7.9,172.16.4.5,6,22,0,46842,12,14,1770,1688,1,10,1578123057.765683
172.16.7.9,172.16.4.5,6,22,0,46844,12,14,1770,1688,1,10,1578123057.776741
172.16.7.9,172.16.4.9,6,22,0,45554,12,14,1770,1688,1,10,1578123057.785839
172.16.7.4,163.243.114.110,6,4141,1,20144,1,1,40,40,1,0,1578123057.786859
172.16.7.6,192.168.1.45,6,22,1,43504,12,12,1760,1730,1,10,1578123057.793839
172.16.7.6,192.168.1.45,6,22,1,43506,12,12,1760,1738,1,10,1578123057.797619
172.16.7.9,172.16.4.9,6,22,0,45556,12,14,1770,1688,1,10,1578123057.805646
172.16.7.3,192.168.1.45,6,22,1,44164,12,12,1760,1730,1,10,1578123057.81425
172.16.7.3,192.168.1.45,6,22,1,44166,12,12,1760,1730,1,10,1578123057.815311
172.16.7.9,172.16.1.4,6,22,0,58392,12,14,1770,1688,1,10,1578123057.834052
172.16.7.10,251.180.46.147,6,6800,1,34656,1,1,40,40,1,0,1578123057.847461
172.16.7.9,172.16.1.4,6,22,0,58394,12,14,1770,1688,1,10,1578123057.855506
172.16.7.12,102.118.78.123,6,2112,1,30947,1,1,40,40,1,0,1578123057.872377
172.16.7.9,172.16.3.5,6,22,0,48890,11,14,1718,1688,1,10,1578123057.881227
172.16.7.9,172.16.3.5,6,22,0,48892,10,13,1602,1636,1,9,1578123057.894843
172.16.7.9,172.16.1.13,6,22,0,42620,12,14,1770,1688,1,10,1578123057.916602
172.16.7.9,172.16.1.13,6,22,0,42622,11,13,1654,1636,1,9,1578123057.933345
172.16.7.9,172.16.3.6,6,22,0,46152,12,12,1770,1584,1,10,1578123057.950135
172.16.7.9,172.16.3.6,6,22,0,46154,12,11,1770,1516,1,9,1578123057.96647
172.16.7.9,172.16.5.9,6,22,0,60630,12,12,1770,1584,1,10,1578123057.993797
172.16.7.9,172.16.5.9,6,22,0,60632,10,12,1602,1584,1,9,1578123058.014648
172.16.7.11,172.16.4.5,6,22,0,34088,11,13,1718,1636,1,10,1578123058.037795
172.16.7.11,172.16.4.5,6,22,0,34090,12,13,1770,1636,1,10,1578123058.038629
172.16.7.11,172.16.2.14,6,22,0,39612,12,13,1770,1636,1,10,1578123058.040174
172.16.7.11,172.16.2.14,6,22,0,39614,12,13,1770,1636,1,10,1578123058.040998
172.16.7.11,172.16.5.6,6,22,0,50268,9,12,1693,1584,1,10,1578123058.04309
172.16.7.11,172.16.5.6,6,22,0,50270,10,11,2401,1452,1,10,1578123058.047687
172.16.7.11,172.16.6.9,6,22,0,41174,12,13,1770,1636,1,10,1578123058.050598
172.16.7.11,172.16.6.9,6,22,0,41176,12,12,1770,1584,1,10,1578123058.051109
172.16.7.11,172.16.1.4,6,22,0,55980,12,13,1770,1636,1,10,1578123058.052795
172.16.7.11,172.16.1.4,6,22,0,55982,12,11,1770,780,1,8,1578123058.054565
172.16.7.11,172.16.3.10,6,22,0,54364,10,12,1666,912,1,9,1578123058.058356
172.16.7.11,172.16.3.10,6,22,0,54366,10,12,1666,1504,1,9,1578123058.061094
172.16.7.11,172.16.5.9,6,45746,1,22,9,8,1614,672,0,8,1578123058.068807
172.16.7.11,172.16.5.9,6,22,0,45748,9,8,1068,600,1,6,1578123058.073497
172.16.7.13,172.16.2.225,6,22,0,58610,0,1,0,40,1,0,1578123058.965495
172.16.7.13,172.16.3.157,6,22,0,18990,0,1,0,40,1,0,1578123058.970523
172.16.7.13,172.16.3.175,6,22,0,29700,0,1,0,40,1,0,1578123058.970541
172.16.7.13,172.16.1.124,6,22,0,34780,0,1,0,40,1,0,1578123058.973825
172.16.7.13,172.16.3.144,6,22,0,32735,0,1,0,40,1,0,1578123058.975534
172.16.7.3,46.76.159.14,6,8113,1,13709,1,1,40,40,1,0,1578123059.178825
172.16.7.11,172.16.3.203,6,22,0,20548,0,1,0,40,1,0,1578123059.310884
172.16.7.11,172.16.5.42,6,22,0,32550,0,1,0,40,1,0,1578123059.312375
172.16.7.11,172.16.7.201,6,22,0,2901,0,1,0,40,1,0,1578123059.31531
172.16.7.11,172.16.6.175,6,22,0,8880,0,1,0,40,1,0,1578123059.320368
172.16.7.11,172.16.4.154,6,22,0,12688,0,1,0,40,1,0,1578123059.322576
172.16.7.11,172.16.5.194,6,22,0,58326,0,1,0,40,1,0,1578123059.326231
172.16.7.6,172.16.1.14,6,22,1,41138,14,12,1688,1770,1,10,1578123059.331005
172.16.7.6,172.16.1.14,6,22,1,41140,14,12,1688,1770,1,10,1578123059.331467
172.16.7.10,172.16.1.126,6,22,0,18568,0,1,0,40,1,0,1578123059.354366
172.16.7.10,172.16.6.17,6,22,0,24755,0,1,0,40,1,0,1578123059.358003
172.16.7.10,172.16.2.187,6,22,0,14664,0,1,0,40,1,0,1578123059.358722
172.16.7.10,172.16.6.103,6,22,0,19798,0,1,0,40,1,0,1578123059.361325
172.16.7.10,172.16.6.9,6,22,0,39154,11,13,1718,1636,1,9,1578123059.459838
172.16.7.10,172.16.6.9,6,22,0,39156,12,14,1770,1688,1,10,1578123059.461031
172.16.7.10,172.16.5.8,6,22,0,35868,12,14,1770,1688,1,10,1578123059.499894
172.16.7.10,172.16.5.8,6,22,0,35870,12,14,1770,1688,1,10,1578123059.512946
172.16.7.4,172.16.5.12,6,22,1,48274,14,12,1688,1770,1,10,1578123059.554025
172.16.7.4,172.16.5.12,6,22,1,48276,14,12,1688,1770,1,10,1578123059.55434
172.16.7.5,172.16.5.12,6,22,1,52884,13,12,1636,1770,1,10,1578123059.556281
172.16.7.5,172.16.5.12,6,22,1,52888,14,12,1688,1770,1,10,1578123059.563734
172.16.7.3,172.16.5.12,6,22,1,60700,13,12,1636,1770,1,10,1578123059.589666
172.16.7.3,172.16.5.12,6,22,1,60702,13,12,1636,1770,1,10,1578123059.590166
172.16.7.4,192.168.1.18,6,22,1,58942,12,12,1760,1730,1,10,1578123059.604345
172.16.7.4,192.168.1.18,6,22,1,58944,12,12,1760,1738,1,10,1578123059.616045
172.16.7.12,172.19.75.109,6,42330,1,4567,4,4,220,228,0,4,1578123059.914159
172.16.7.5,172.16.2.6,6,22,1,58424,14,12,1688,1770,1,10,1578123060.545111
172.16.7.5,172.16.2.6,6,22,1,58426,14,12,1688,1770,1,10,1578123060.545438
172.16.7.4,172.16.3.12,6,22,1,47560,11,12,1532,1770,1,10,1578123060.658111
172.16.7.4,172.16.3.12,6,22,1,47562,11,12,1532,1770,1,10,1578123060.658233
172.16.7.12,172.16.5.6,6,22,0,51042,10,12,2401,1584,1,11,1578123060.85122
172.16.7.12,172.16.5.6,6,22,0,51044,12,13,2505,1636,1,11,1578123060.851628
172.16.7.12,172.16.3.5,6,22,0,41866,12,13,1770,1636,1,10,1578123060.852126
172.16.7.12,172.16.3.5,6,22,0,41868,12,13,1770,1636,1,10,1578123060.854482
172.16.7.12,172.16.1.12,6,22,0,39882,12,14,1770,1688,1,10,1578123060.856592
172.16.7.12,172.16.1.12,6,22,0,39884,12,14,1770,1688,1,10,1578123060.859936
172.16.7.12,172.16.2.12,6,22,0,34610,12,13,1770,1636,1,10,1578123060.861523
172.16.7.12,172.16.2.12,6,22,0,34612,12,14,1770,1688,1,10,1578123060.864292
172.16.7.12,172.16.6.8,6,22,0,58798,12,14,1762,1688,1,10,1578123060.868122
172.16.7.12,172.16.6.8,6,22,0,58800,12,13,1770,1636,1,10,1578123060.86993
172.16.7.12,172.16.5.8,6,22,0,59750,12,13,1762,1636,1,10,1578123060.87159
172.16.7.12,172.16.5.8,6,22,0,59752,11,12,1718,1584,1,9,1578123060.874052
172.16.7.3,36.196.23.24,6,9867,1,4791,1,1,40,40,1,0,1578123061.864965
172.16.7.12,36.183.190.219,6,6083,1,52304,1,1,40,40,1,0,1578123061.892765
172.16.7.3,172.16.2.8,6,22,1,34882,14,12,1688,1770,1,10,1578123062.278305
172.16.7.3,172.16.2.8,6,22,1,34884,14,12,1688,1770,1,10,1578123062.278443
172.16.7.5,172.16.2.8,6,22,1,52222,14,12,1688,1770,1,10,1578123062.294037
172.16.7.5,172.16.2.8,6,22,1,52224,13,12,1636,1770,1,10,1578123062.294555
172.16.7.6,172.16.2.8,6,22,1,39766,14,12,1688,1762,1,10,1578123062.296257
172.16.7.6,172.16.2.8,6,22,1,39768,12,12,1584,1770,1,10,1578123062.306004
172.16.7.5,172.16.6.14,6,22,1,53574,13,12,1636,1770,1,10,1578123062.548439
172.16.7.5,172.16.6.14,6,22,1,53576,14,12,1688,1770,1,10,1578123062.548974
172.16.7.7,172.16.5.177,6,22,0,2886,0,1,0,40,1,0,1578123062.549048
172.16.7.7,172.16.4.33,6,22,0,28685,0,1,0,40,1,0,1578123062.555109
172.16.7.7,172.16.6.147,6,22,0,1275,0,1,0,40,1,0,1578123062.555481
172.16.7.7,172.16.4.141,6,22,0,16647,0,1,0,40,1,0,1578123062.557027
172.16.7.6,172.16.6.12,6,22,1,19345,2,1,80,44,1,0,1578123062.982226
172.16.7.5,172.16.2.3,6,22,1,33898,12,12,1584,1770,1,10,1578123063.194519
172.16.7.5,172.16.2.3,6,22,1,33900,12,12,1584,1770,1,10,1578123063.195678
172.16.7.4,192.168.1.40,6,22,1,33078,12,12,1760,1738,1,10,1578123063.232004
172.16.7.4,192.168.1.40,6,22,1,33080,12,12,1760,1738,1,10,1578123063.23392
172.16.7.9,172.16.5.103,6,22,0,32340,0,1,0,40,1,0,1578123063.372553
172.16.7.9,172.16.5.170,6,22,0,58444,0,1,0,40,1,0,1578123063.376822
172.16.7.9,172.16.2.50,6,22,0,33478,0,1,0,40,1,0,1578123063.378253
172.16.7.9,172.16.2.34,6,22,0,38220,0,1,0,40,1,0,1578123063.379849
172.16.7.9,172.19.75.109,6,46416,1,4567,4,4,220,228,0,4,1578123064.113418
172.16.7.9,106.35.185.103,6,9807,1,46700,1,1,40,40,1,0,1578123064.325887
172.16.7.2,161.0.195.206,6,2589,1,13302,1,1,40,40,1,0,1578123064.386246
172.16.7.12,172.16.5.36,6,22,0,7815,0,1,0,40,1,0,1578123064.396103
