intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.3.6,39.144.70.208,6,1692,1,59426,1,1,40,40,1,0,1578123144.461092
172.16.3.14,172.16.2.13,6,22,0,53432,12,13,1770,1636,1,10,1578123144.518857
172.16.3.14,172.16.2.13,6,22,0,53434,12,13,1770,1636,1,10,1578123144.519097
172.16.3.14,172.16.4.4,6,22,0,35218,12,13,2121,1636,1,11,1578123144.519442
172.16.3.14,172.16.4.4,6,22,0,35220,12,14,2121,1688,1,11,1578123144.521612
172.16.3.14,172.16.2.12,6,22,0,45360,12,13,1770,1636,1,10,1578123144.530056
172.16.3.14,172.16.2.12,6,22,0,45362,12,13,1770,1636,1,10,1578123144.533336
172.16.3.14,172.16.4.9,6,22,0,52164,12,13,1770,1636,1,10,1578123144.538232
172.16.3.14,172.16.4.9,6,22,0,52166,12,13,1770,1636,1,10,1578123144.539674
172.16.3.14,172.16.4.14,6,22,0,53236,12,13,1770,1636,1,10,1578123144.541428
172.16.3.14,172.16.4.14,6,22,0,53238,12,13,1770,1636,1,10,1578123144.543812
172.16.3.14,172.16.1.8,6,22,0,47650,12,13,1770,1636,1,10,1578123144.546
172.16.3.14,172.16.1.8,6,22,0,47652,12,13,1770,1636,1,10,1578123144.547494
172.16.3.6,192.168.1.40,6,22,1,59806,12,12,1760,1738,1,10,1578123144.5716
172.16.3.6,192.168.1.40,6,22,1,59808,12,12,1760,1738,1,10,1578123144.574151
172.16.3.4,192.168.1.40,6,22,1,36244,11,12,1708,1738,1,10,1578123144.601269
172.16.3.4,192.168.1.40,6,22,1,36246,11,12,1708,1738,1,10,1578123144.615668
172.16.3.12,172.16.1.95,6,22,0,56543,0,1,0,40,1,0,1578123145.660924
172.16.3.12,172.16.2.40,6,22,0,531,0,1,0,40,1,0,1578123145.666536
172.16.3.12,172.16.1.110,6,22,0,22178,0,1,0,40,1,0,1578123145.668551
172.16.3.12,172.16.7.15,6,22,0,26041,0,1,0,40,1,0,1578123145.673682
172.16.3.12,172.16.6.28,6,22,0,37903,0,1,0,40,1,0,1578123145.678
172.16.3.12,172.16.1.73,6,22,0,36304,0,1,0,40,1,0,1578123145.680785
172.16.3.12,93.30.212.104,6,7393,1,42760,1,1,40,40,1,0,1578123145.734558
172.16.3.4,171.255.120.76,6,9358,1,44180,1,1,40,40,1,0,1578123145.761904
172.16.3.10,172.16.6.12,6,22,1,46408,13,12,1636,1770,1,10,1578123146.084087
172.16.3.10,172.16.6.12,6,22,1,46410,13,12,1636,1770,1,10,1578123146.090114
172.16.3.6,172.16.6.12,6,22,1,55946,13,12,1636,1770,1,10,1578123146.097862
172.16.3.6,172.16.6.12,6,22,1,55948,13,12,1636,1770,1,10,1578123146.104648
172.16.3.5,172.16.6.12,6,22,1,37536,13,12,1636,1770,1,10,1578123146.113352
172.16.3.5,172.16.6.12,6,22,1,37538,13,12,1636,1770,1,10,1578123146.115855
172.16.3.5,172.16.6.10,6,22,1,45110,14,12,1688,1770,1,10,1578123146.144758
172.16.3.5,172.16.6.10,6,22,1,45112,14,12,1688,1770,1,10,1578123146.145175
172.16.3.5,172.16.5.14,6,22,1,48978,13,12,1636,1770,1,10,1578123146.379115
172.16.3.5,172.16.5.14,6,22,1,48980,14,12,1688,1770,1,10,1578123146.380837
172.16.3.6,172.16.4.8,6,22,1,49804,13,12,1636,1770,1,10,1578123146.957928
172.16.3.6,172.16.4.8,6,22,1,49806,13,12,1636,1770,1,10,1578123147.029094
172.16.3.14,172.16.3.221,6,22,0,53601,0,1,0,40,1,0,1578123147.032416
172.16.3.14,172.16.7.218,6,22,0,39272,0,1,0,40,1,0,1578123147.041164
172.16.3.14,172.16.4.227,6,22,0,12060,0,1,0,40,1,0,1578123147.044921
172.16.3.14,172.16.5.7,6,22,0,9178,0,1,0,40,1,0,1578123147.047709
172.16.3.14,172.16.6.27,6,22,0,51043,0,1,0,40,1,0,1578123147.051241
172.16.3.14,172.16.6.216,6,22,0,23789,0,1,0,40,1,0,1578123147.052571
172.16.3.7,172.16.2.232,6,22,0,21716,0,1,0,40,1,0,1578123147.178018
172.16.3.7,172.16.6.242,6,22,0,20650,0,1,0,40,1,0,1578123147.180261
172.16.3.7,172.16.4.175,6,22,0,56003,0,1,0,40,1,0,1578123147.184055
172.16.3.7,172.16.7.143,6,22,0,53787,0,1,0,40,1,0,1578123147.188306
172.16.3.7,172.16.1.41,6,22,0,12871,0,1,0,40,1,0,1578123147.188933
172.16.3.4,172.16.5.4,6,22,1,57678,14,12,1688,1770,1,10,1578123147.374093
172.16.3.4,172.16.5.4,6,22,1,57680,14,12,1688,1770,1,10,1578123147.374625
172.16.3.5,172.16.5.4,6,22,1,59590,14,12,1688,1770,1,10,1578123147.404141
172.16.3.5,172.16.5.4,6,22,1,59592,14,12,1688,1770,1,10,1578123147.404647
172.16.3.10,172.16.1.10,6,22,1,33236,13,12,1636,1762,1,10,1578123148.039056
172.16.3.10,172.16.1.10,6,22,1,33238,13,12,1636,1770,1,10,1578123148.039833
172.16.3.5,149.53.86.17,6,1328,1,26097,1,1,40,40,1,0,1578123148.242197
172.16.3.4,5.154.182.2,6,6674,1,37150,1,1,40,40,1,0,1578123148.292799
172.16.3.10,172.16.7.7,6,22,1,47014,12,12,1584,1770,1,10,1578123148.597039
172.16.3.10,172.16.7.7,6,22,1,47016,12,12,1584,1770,1,10,1578123148.61118
172.16.3.4,172.16.4.7,6,22,1,48706,13,12,1636,1770,1,10,1578123148.934945
172.16.3.4,172.16.4.7,6,22,1,48708,14,12,1688,1770,1,10,1578123148.936161
172.16.3.10,172.16.4.7,6,22,1,43524,13,12,1636,1770,1,10,1578123148.936672
172.16.3.10,172.16.4.7,6,22,1,43526,13,12,1636,1770,1,10,1578123148.937213
