intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.4.5,172.16.2.3,6,22,1,38980,4,3,304,236,0,2,1578123485.161507
172.16.4.14,172.16.7.7,6,22,1,41202,11,10,1524,1112,0,9,1578123485.163839
172.16.4.5,172.16.3.7,6,22,1,49372,6,6,472,456,0,4,1578123485.163848
172.16.4.4,172.16.2.3,6,22,1,44890,5,5,420,388,0,4,1578123485.16618
172.16.4.9,172.16.2.3,6,22,1,60608,8,7,592,956,0,6,1578123485.166281
172.16.4.14,172.16.6.11,6,22,1,45316,10,9,1448,1060,0,8,1578123485.16735
172.16.4.5,172.16.3.7,6,22,1,49370,3,3,156,236,0,1,1578123485.167809
172.16.4.9,172.16.2.3,6,22,1,60610,8,7,592,956,0,6,1578123485.168455
172.16.4.4,172.16.2.3,6,22,1,44892,5,5,420,388,0,4,1578123485.178206
172.16.4.14,172.16.7.7,6,22,1,41204,11,10,1524,1112,0,9,1578123485.178725
172.16.4.4,172.16.1.11,6,22,1,50718,2,1,104,52,0,0,1578123485.182834
172.16.4.4,172.16.1.11,6,22,1,50720,2,1,104,52,0,0,1578123485.183239
172.16.4.14,172.16.6.11,6,22,1,45314,6,7,488,956,0,6,1578123485.195531
172.16.4.5,172.16.7.11,6,22,1,35724,14,12,1688,1762,1,10,1578123485.229786
172.16.4.5,172.16.7.11,6,22,1,35726,14,12,1688,1770,1,10,1578123485.230054
172.16.4.11,172.16.2.3,6,22,1,56084,3,2,156,184,0,1,1578123485.381038
172.16.4.5,172.16.2.3,6,22,1,38978,3,2,156,184,0,1,1578123485.414001
172.16.4.11,172.16.2.3,6,22,1,56086,3,2,156,184,0,1,1578123485.456718
172.16.4.5,172.16.7.13,6,22,1,37282,11,12,1532,1770,1,10,1578123485.464453
172.16.4.5,172.16.7.13,6,22,1,37284,11,12,1532,1770,1,10,1578123485.467712
172.16.4.10,172.16.1.196,6,22,0,23502,0,1,0,40,1,0,1578123485.55432
172.16.4.10,172.16.6.96,6,22,0,3231,0,1,0,40,1,0,1578123485.555912
172.16.4.10,172.16.7.195,6,22,0,9236,0,1,0,40,1,0,1578123485.558833
172.16.4.10,172.16.5.234,6,22,0,6977,0,1,0,40,1,0,1578123485.560322
172.16.4.7,30.245.103.187,6,8845,1,20417,1,1,40,40,1,0,1578123485.940541
172.16.4.14,172.16.6.14,6,22,1,42952,14,12,1688,1770,1,10,1578123486.683841
172.16.4.14,172.16.6.14,6,22,1,42954,14,12,1688,1770,1,10,1578123486.720582
172.16.4.8,172.16.3.109,6,22,0,50251,0,1,0,40,1,0,1578123486.814684
172.16.4.8,172.16.1.163,6,22,0,41832,0,1,0,40,1,0,1578123486.815933
172.16.4.8,172.16.7.179,6,22,0,33696,0,1,0,40,1,0,1578123486.818138
172.16.4.12,172.16.7.153,6,22,0,59543,0,1,0,40,1,0,1578123486.823017
172.16.4.12,172.16.5.138,6,22,0,41970,0,1,0,40,1,0,1578123486.824483
172.16.4.12,172.16.5.94,6,22,0,644,0,1,0,40,1,0,1578123486.827969
172.16.4.12,172.16.6.200,6,22,0,17086,0,1,0,40,1,0,1578123486.830075
172.16.4.12,172.16.4.142,6,22,0,25037,0,1,0,40,1,0,1578123486.832806
172.16.4.12,172.16.1.104,6,22,0,50438,0,1,0,40,1,0,1578123486.836462
172.16.4.4,101.197.120.161,6,1309,1,65189,1,1,40,40,1,0,1578123487.132702
172.16.4.12,34.81.150.96,6,3555,1,12043,1,1,40,40,1,0,1578123487.149166
172.16.4.4,199.69.23.53,6,7039,1,24500,1,1,40,40,1,0,1578123487.159955
172.16.4.12,172.19.75.109,6,38468,1,4567,3,4,168,228,0,4,1578123487.288596
172.16.4.2,172.16.7.13,6,22,1,32937,1,1,40,40,1,0,1578123487.346054
172.16.4.5,192.168.1.18,6,22,1,35426,12,12,1760,1738,1,10,1578123487.481269
172.16.4.5,192.168.1.18,6,22,1,35428,12,12,1760,1730,1,10,1578123487.497651
172.16.4.12,172.16.6.9,6,22,0,45668,12,14,1770,1688,1,10,1578123487.648905
172.16.4.12,172.16.6.9,6,22,0,45670,12,14,1770,1688,1,10,1578123487.649612
172.16.4.4,192.168.1.18,6,22,1,42734,12,12,1760,2089,1,11,1578123487.668714
172.16.4.12,172.16.3.10,6,22,0,43408,12,14,1770,1688,1,10,1578123487.686003
172.16.4.4,192.168.1.18,6,22,1,42736,12,12,1760,2089,1,11,1578123487.689799
172.16.4.12,172.16.3.10,6,22,0,43410,12,14,1770,1688,1,10,1578123487.710236
172.16.4.13,172.16.6.239,6,22,0,64152,0,1,0,40,1,0,1578123488.309549
172.16.4.13,172.16.7.57,6,22,0,60979,0,1,0,40,1,0,1578123488.310222
172.16.4.13,172.16.2.43,6,22,0,3995,0,1,0,40,1,0,1578123488.313079
172.16.4.4,172.16.3.14,6,22,1,36418,13,12,1636,2121,1,11,1578123488.419095
172.16.4.4,172.16.3.14,6,22,1,36420,12,10,1584,2017,1,11,1578123488.419127
172.16.4.9,172.16.3.14,6,22,1,53364,14,12,1688,1770,1,10,1578123488.430912
