intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.7.10,172.16.5.5,6,22,0,33212,5,6,404,472,0,4,1577189583.051488
172.16.7.10,172.16.4.11,6,22,0,33200,3,4,236,304,0,2,1577189583.053492
172.16.7.4,172.16.3.7,6,22,1,41648,7,6,540,456,0,5,1577189583.054043
172.16.7.10,172.16.6.4,6,55134,1,22,3,3,236,156,0,1,1577189583.055626
172.16.7.10,172.16.5.8,6,22,0,60296,3,3,236,156,0,1,1577189583.056355
172.16.7.10,172.16.2.9,6,22,0,49180,6,7,456,540,0,5,1577189583.057092
172.16.7.10,172.16.1.13,6,22,0,60356,6,6,456,472,0,4,1577189583.058521
172.16.7.10,172.16.3.5,6,45178,1,22,6,7,456,540,0,5,1577189583.060017
172.16.7.10,172.16.3.6,6,22,0,39028,6,6,456,488,0,5,1577189583.067078
172.16.7.10,172.16.6.9,6,56518,1,22,3,3,236,156,0,1,1577189583.067583
172.16.7.10,172.16.6.4,6,22,0,55136,3,3,236,156,0,1,1577189583.067594
172.16.7.10,172.16.6.9,6,56520,1,22,3,3,236,156,0,1,1577189583.067596
172.16.7.4,172.16.3.7,6,22,1,41646,7,6,540,456,0,5,1577189583.070328
172.16.7.10,172.16.5.5,6,22,0,33210,3,3,236,156,0,1,1577189583.07127
172.16.7.10,172.16.3.6,6,22,0,39026,6,6,456,488,0,5,1577189583.072688
172.16.7.10,172.16.2.9,6,22,0,49182,6,7,456,540,0,5,1577189583.07291
172.16.7.10,172.16.2.14,6,22,0,36714,6,6,456,488,0,5,1577189583.075482
172.16.7.10,172.16.2.14,6,22,0,36716,6,6,456,488,0,5,1577189583.076821
172.16.7.10,172.16.5.8,6,22,0,60294,3,3,236,156,0,1,1577189583.080339
172.16.7.10,172.16.3.5,6,22,0,45176,6,6,456,472,0,4,1577189583.080873
172.16.7.10,172.16.1.13,6,60358,1,22,6,6,456,472,0,4,1577189583.086454
172.16.7.3,172.16.3.7,6,22,1,60950,7,6,540,456,0,5,1577189583.090073
172.16.7.3,172.16.3.7,6,22,1,60952,7,6,540,456,0,5,1577189583.105778
172.16.7.5,172.16.3.7,6,22,1,46302,7,6,540,456,0,5,1577189583.115576
172.16.7.6,172.16.1.10,6,22,1,48616,2,1,104,52,0,0,1577189583.124613
172.16.7.6,172.16.1.10,6,22,1,48618,2,1,104,52,0,0,1577189583.124624
172.16.7.5,172.16.3.7,6,22,1,46300,7,6,540,456,0,5,1577189583.144666
172.16.7.13,86.1.25.62,6,5721,1,54486,1,1,40,40,1,0,1577189583.149041
172.16.7.5,172.16.5.13,6,22,1,39778,3,2,156,184,0,1,1577189583.211879
172.16.7.6,172.16.5.13,6,22,1,55222,3,2,156,184,0,1,1577189583.220103
172.16.7.6,172.16.4.7,6,22,1,50358,2,2,104,184,0,1,1577189583.228357
172.16.7.4,172.16.4.7,6,22,1,40674,2,2,104,184,0,1,1577189583.23045
172.16.7.6,172.16.5.13,6,55220,0,22,3,2,156,184,0,1,1577189583.243269
172.16.7.3,172.16.4.7,6,22,1,40630,2,2,104,184,0,1,1577189583.254004
172.16.7.4,172.16.4.7,6,22,1,40672,2,2,104,184,0,1,1577189583.266509
172.16.7.6,172.16.4.7,6,22,1,50360,2,2,104,184,0,1,1577189583.274111
172.16.7.13,172.16.7.231,6,22,0,51428,0,1,0,40,1,0,1577189583.290265
172.16.7.13,172.16.1.188,6,22,0,28142,0,1,0,40,1,0,1577189583.292397
172.16.7.5,172.16.5.13,6,22,1,39780,3,2,156,184,0,1,1577189583.295054
172.16.7.13,172.16.1.65,6,22,0,5867,0,1,0,40,1,0,1577189583.295522
172.16.7.13,172.16.2.123,6,22,0,38956,0,1,0,40,1,0,1577189583.297125
172.16.7.3,172.16.4.7,6,22,1,40628,2,2,104,184,0,1,1577189583.313168
172.16.7.10,172.16.4.11,6,22,0,33202,2,3,184,156,0,1,1577189583.329722
172.16.7.3,172.16.6.12,6,22,1,39262,14,12,1688,1770,1,10,1577189583.447061
172.16.7.3,172.16.6.12,6,22,1,39264,14,12,1688,1770,1,10,1577189583.471306
172.16.7.13,172.16.4.4,6,22,0,45748,12,13,2121,1636,1,11,1577189583.521811
172.16.7.13,172.16.4.4,6,22,0,45750,12,12,2121,1584,1,11,1577189583.522535
172.16.7.13,172.16.4.14,6,22,0,37444,12,14,1770,1688,1,10,1577189583.552233
172.16.7.13,172.16.4.14,6,22,0,37446,12,14,1770,1688,1,10,1577189583.564821
172.16.7.13,172.16.4.11,6,22,0,60760,12,14,1770,1688,1,10,1577189583.609998
172.16.7.13,172.16.4.11,6,22,0,60762,12,14,1770,1688,1,10,1577189583.640724
172.16.7.13,172.16.6.13,6,22,0,33622,12,14,1770,1688,1,10,1577189583.665341
172.16.7.13,172.16.6.13,6,22,0,33624,12,14,1762,1688,1,10,1577189583.69263
172.16.7.13,172.16.4.9,6,22,0,42698,12,14,1770,1688,1,10,1577189583.707187
172.16.7.13,172.16.4.9,6,22,0,42700,12,14,1770,1688,1,10,1577189583.723445
172.16.7.13,172.16.1.3,6,22,0,45940,12,12,2121,1584,1,11,1577189583.74067
172.16.7.13,172.16.1.3,6,22,0,45942,12,12,2121,1584,1,11,1577189583.758604
172.16.7.13,172.16.1.13,6,22,0,38418,12,14,1770,1688,1,10,1577189583.775826
172.16.7.13,172.16.1.13,6,22,0,38420,12,14,1770,1688,1,10,1577189583.798959
172.16.7.4,172.16.4.10,6,22,1,40890,14,12,1688,1770,1,10,1577189583.814809
172.16.7.13,172.16.6.9,6,22,0,59820,12,14,1770,1688,1,10,1577189583.816164
172.16.7.4,172.16.4.10,6,22,1,40892,14,12,1688,1770,1,10,1577189583.826005
172.16.7.13,172.16.6.9,6,22,0,59822,12,14,1770,1688,1,10,1577189583.827372
172.16.7.13,172.16.5.5,6,22,0,48672,12,14,1770,1688,1,10,1577189583.837538
172.16.7.13,172.16.5.5,6,22,0,48674,12,14,1770,1688,1,10,1577189583.848721
172.16.7.13,172.16.4.5,6,22,0,32918,12,14,1770,1688,1,10,1577189583.858528
172.16.7.13,172.16.4.5,6,22,0,32920,12,14,1770,1688,1,10,1577189583.878553
172.16.7.7,172.16.2.13,6,22,0,36334,12,14,1762,1688,1,10,1577189584.433891
172.16.7.7,172.16.2.13,6,22,0,36336,12,14,1770,1688,1,10,1577189584.443486
172.16.7.7,172.16.3.10,6,22,0,42972,12,14,1770,1688,1,10,1577189584.44508
172.16.7.7,172.16.3.10,6,22,0,42974,12,14,1770,1688,1,10,1577189584.445549
172.16.7.7,172.16.4.4,6,22,0,35566,12,13,2121,1636,1,11,1577189584.446374
172.16.7.7,172.16.4.4,6,22,0,35568,12,13,2121,1636,1,11,1577189584.446939
172.16.7.7,172.16.1.4,6,22,0,41412,12,14,1770,1688,1,10,1577189584.447185
172.16.7.7,172.16.1.4,6,22,0,41414,12,14,1770,1688,1,10,1577189584.449273
172.16.7.7,172.16.2.9,6,22,0,37458,12,14,1770,1688,1,10,1577189584.457246
172.16.7.7,172.16.2.9,6,22,0,37460,12,14,1770,1688,1,10,1577189584.457675
172.16.7.7,172.16.3.4,6,22,0,56956,12,14,1770,1688,1,10,1577189584.460436
172.16.7.7,172.16.3.4,6,22,0,56958,12,14,1770,1688,1,10,1577189584.462057
172.16.7.7,172.16.4.11,6,22,0,49988,12,14,1770,1688,1,10,1577189584.46607
172.16.7.7,172.16.4.11,6,22,0,49990,12,14,1770,1688,1,10,1577189584.473248
172.16.7.7,172.16.4.14,6,22,0,60186,12,14,1770,1688,1,10,1577189584.483947
172.16.7.7,172.16.4.14,6,22,0,60188,12,14,1770,1688,1,10,1577189584.496961
172.16.7.7,172.16.6.13,6,22,0,36660,12,13,1770,1636,1,10,1577189584.514962
172.16.7.13,172.19.75.109,6,42038,1,4567,2,4,116,228,0,4,1577189584.522862
172.16.7.7,172.16.6.13,6,22,0,36662,12,12,1770,1584,1,10,1577189584.569884
172.16.7.7,172.16.5.9,6,22,0,34864,12,11,1770,1532,1,10,1577189584.602159
172.16.7.7,172.16.5.9,6,22,0,34866,12,11,1770,1532,1,10,1577189584.620096
172.16.7.12,172.16.5.5,6,22,0,38360,12,14,1770,1688,1,10,1577189585.062169
172.16.7.12,172.16.5.5,6,22,0,38362,12,14,1770,1688,1,10,1577189585.06264
172.16.7.12,172.16.5.6,6,22,0,56138,10,12,2401,1584,1,11,1577189585.064911
172.16.7.12,172.16.5.6,6,22,0,56140,10,12,2401,1584,1,11,1577189585.066499
172.16.7.12,172.16.6.4,6,22,0,39942,12,14,1770,1688,1,10,1577189585.070057
172.16.7.12,172.16.6.4,6,22,0,39944,12,14,1770,1688,1,10,1577189585.070606
172.16.7.12,172.16.5.3,6,22,0,49844,12,14,1770,1688,1,10,1577189585.072514
172.16.7.12,172.16.5.3,6,22,0,49846,12,14,1770,1688,1,10,1577189585.072522
172.16.7.12,172.16.1.12,6,22,0,47366,12,14,1770,1688,1,10,1577189585.072524
172.16.7.12,172.16.1.12,6,22,0,47368,12,14,1770,1688,1,10,1577189585.072684
172.16.7.12,172.16.1.3,6,22,0,40962,12,13,2121,1636,1,11,1577189585.083088
172.16.7.12,172.16.1.3,6,22,0,40964,12,13,2121,1636,1,11,1577189585.085346
172.16.7.12,172.16.6.9,6,22,0,37618,12,14,1770,1688,1,10,1577189585.092495
172.16.7.12,172.16.6.9,6,22,0,37620,12,14,1770,1688,1,10,1577189585.092999
172.16.7.12,172.16.5.8,6,22,0,47606,12,13,1770,1636,1,10,1577189585.128361
172.16.7.12,172.16.5.8,6,22,0,47608,12,11,1770,1532,1,10,1577189585.171793
172.16.7.5,192.168.1.24,6,22,1,59728,12,12,1760,1738,1,10,1577189585.298823
172.16.7.5,192.168.1.24,6,22,1,59730,12,12,1760,1738,1,10,1577189585.301068
172.16.7.11,172.16.5.217,6,22,0,23570,0,1,0,40,1,0,1577189585.334158
