intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.6.14,192.168.1.20,6,80,0,38128,1,0,52,0,0,0,1577188723.830131
172.16.6.12,192.168.1.20,6,80,0,39236,3,3,797,156,0,2,1577188723.830138
172.16.6.14,192.168.1.20,6,80,0,38132,5,4,921,311,0,3,1577188723.83027
172.16.6.12,192.168.1.20,6,80,0,39232,1,1,40,52,0,0,1577188723.831235
172.16.6.12,192.168.1.20,6,80,0,39254,5,8,921,741,2,5,1577188723.831647
172.16.6.11,192.168.1.20,6,80,0,50496,1,2,40,104,0,0,1577188723.837331
172.16.6.3,192.168.1.20,6,80,0,41046,4,4,849,311,0,3,1577188723.838679
172.16.6.12,192.168.1.20,6,80,0,39226,4,6,861,724,0,6,1577188723.843054
172.16.6.14,192.168.1.20,6,80,0,38130,1,1,52,52,0,0,1577188723.848649
172.16.6.14,172.16.1.8,6,22,0,47858,6,6,456,472,0,4,1577188723.848809
172.16.6.14,192.168.1.20,6,80,0,38134,5,5,921,371,1,3,1577188723.848857
172.16.6.14,172.16.1.12,6,22,0,48438,6,6,456,472,0,4,1577188723.85498
172.16.6.14,172.16.1.8,6,22,0,47856,6,6,456,472,0,4,1577188723.856654
172.16.6.3,192.168.1.20,6,80,0,41020,1,1,40,52,0,0,1577188723.857358
172.16.6.3,192.168.1.20,6,80,0,41048,5,11,921,1016,4,6,1577188723.857791
172.16.6.14,172.16.4.14,6,22,0,47284,6,6,456,472,0,4,1577188723.858582
172.16.6.14,172.16.4.14,6,22,0,47282,6,6,456,472,0,4,1577188723.862319
172.16.6.14,172.16.1.12,6,22,0,48436,6,6,456,472,0,4,1577188723.862944
172.16.6.14,192.168.1.20,6,80,0,38136,4,5,869,371,1,3,1577188723.86755
172.16.6.14,192.168.1.20,6,80,0,38138,0,4,0,240,4,0,1577188723.888519
172.16.6.12,172.19.75.109,6,45926,1,4567,5,5,295,260,0,5,1577188723.888963
172.16.6.11,192.168.1.20,6,80,0,50500,0,3,0,180,3,0,1577188723.889288
172.16.6.14,172.19.75.109,6,4567,0,39682,5,5,295,260,0,5,1577188723.889582
172.16.6.3,172.19.75.109,6,46524,1,4567,8,9,463,488,0,9,1577188723.889764
172.16.6.11,172.19.75.109,6,32974,1,4567,8,9,463,488,0,9,1577188723.890184
172.16.6.5,172.19.75.109,6,4567,0,57312,5,5,295,260,0,5,1577188723.890549
172.16.6.12,192.168.1.20,6,80,0,39256,5,9,921,801,3,5,1577188723.891261
172.16.6.3,192.168.1.20,6,80,0,41050,5,12,921,1171,4,7,1577188723.891413
172.16.6.10,172.19.75.109,6,4567,0,56676,5,5,295,260,0,5,1577188723.891611
172.16.6.10,192.168.1.20,6,80,0,53832,5,8,909,543,3,3,1577188723.894457
172.16.6.5,192.168.1.20,6,80,0,44308,5,8,921,646,3,4,1577188723.898609
172.16.6.14,192.168.1.20,6,80,0,38140,0,4,0,240,4,0,1577188723.900711
172.16.6.11,192.168.1.20,6,80,0,50544,5,10,909,853,3,5,1577188723.900911
