intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.5.9,172.16.3.7,6,22,1,51894,1,0,52,0,0,0,1577190407.377042
172.16.5.9,172.16.3.7,6,22,1,51896,3,1,156,52,0,0,1577190407.390044
172.16.5.8,129.239.108.128,6,3934,1,62500,1,1,40,40,1,0,1577190407.42391
172.16.5.10,175.18.132.163,6,7180,1,1232,1,1,40,40,1,0,1577190407.43123
172.16.5.12,172.19.75.109,6,59242,1,4567,4,4,220,228,0,4,1577190407.76017
172.16.5.14,172.19.75.109,6,39218,1,4567,3,4,168,228,0,4,1577190407.869743
172.16.5.6,172.16.1.10,6,22,1,48198,12,10,1584,2401,1,11,1577190408.314756
172.16.5.6,172.16.1.10,6,22,1,48200,13,12,1636,2505,1,11,1577190408.315092
172.16.5.9,172.16.1.10,6,22,1,35176,14,12,1688,1770,1,10,1577190408.330141
172.16.5.9,172.16.1.10,6,22,1,35178,14,12,1688,1770,1,10,1577190408.330533
172.16.5.5,172.16.1.10,6,22,1,47598,14,12,1688,1770,1,10,1577190408.346339
172.16.5.5,172.16.1.10,6,22,1,47600,14,12,1688,1770,1,10,1577190408.348029
172.16.5.3,172.16.2.3,6,22,1,42582,14,12,1688,1770,1,10,1577190408.495483
172.16.5.3,172.16.2.3,6,22,1,42584,14,12,1688,1770,1,10,1577190408.497996
172.16.5.9,172.16.2.3,6,22,1,60454,14,12,1688,1770,1,10,1577190408.506034
172.16.5.9,172.16.2.3,6,22,1,60456,14,12,1688,1770,1,10,1577190408.508228
172.16.5.9,172.16.2.8,6,22,1,59354,14,12,1688,1770,1,10,1577190408.763374
172.16.5.6,172.16.2.3,6,22,1,51280,14,11,1688,2453,1,11,1577190408.770442
172.16.5.6,172.16.2.3,6,22,1,51282,13,12,1636,2505,1,11,1577190408.782275
172.16.5.9,172.16.2.8,6,22,1,59356,14,12,1688,1770,1,10,1577190408.790852
172.16.5.3,172.16.7.11,6,22,1,53870,14,12,1688,1770,1,10,1577190408.864174
172.16.5.3,172.16.7.11,6,22,1,53872,14,12,1688,1770,1,10,1577190408.890172
172.16.5.5,172.16.7.10,6,22,1,37702,14,12,1688,1770,1,10,1577190408.896302
172.16.5.5,172.16.7.10,6,22,1,37704,14,12,1688,1770,1,10,1577190408.907247
172.16.5.8,172.16.7.10,6,22,1,36554,14,12,1688,1770,1,10,1577190408.909628
172.16.5.8,172.16.7.10,6,22,1,36556,14,12,1688,1770,1,10,1577190408.918835
172.16.5.6,172.16.7.10,6,22,1,36924,14,11,1688,2453,1,11,1577190408.923678
172.16.5.6,172.16.7.10,6,22,1,36926,13,12,1636,2505,1,11,1577190408.934596
172.16.5.5,172.16.7.11,6,22,1,51922,14,12,1688,1770,1,10,1577190409.025688
172.16.5.3,172.16.6.11,6,22,1,53452,14,12,1688,1770,1,10,1577190409.029161
172.16.5.3,172.16.6.11,6,22,1,53454,14,12,1688,1770,1,10,1577190409.032294
172.16.5.5,172.16.7.11,6,22,1,51924,14,12,1688,1770,1,10,1577190409.046799
172.16.5.6,172.16.7.11,6,22,1,54630,12,11,1584,2453,1,11,1577190409.066074
172.16.5.6,172.16.7.11,6,22,1,54632,12,12,1584,2505,1,11,1577190409.085061
172.16.5.14,172.16.5.212,6,22,0,34197,0,1,0,40,1,0,1577190409.133615
172.16.5.14,172.16.1.15,6,22,0,31364,0,1,0,40,1,0,1577190409.134714
