intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.3.4,172.16.2.8,6,22,1,55694,14,12,1688,1770,1,10,1577190491.783277
172.16.3.5,172.16.7.10,6,22,1,50160,14,12,1688,1770,1,10,1577190491.796928
172.16.3.5,172.16.7.10,6,22,1,50162,14,12,1688,1770,1,10,1577190491.799116
172.16.3.4,172.16.2.8,6,22,1,55696,14,12,1688,1770,1,10,1577190491.827649
172.16.3.6,172.16.7.10,6,22,1,44010,14,12,1688,1770,1,10,1577190491.84339
172.16.3.6,172.16.7.10,6,22,1,44012,14,12,1688,1770,1,10,1577190491.891916
172.16.3.10,172.16.2.8,6,22,1,45760,14,12,1688,1770,1,10,1577190491.914057
172.16.3.10,172.16.2.8,6,22,1,45762,14,12,1688,1770,1,10,1577190491.936865
172.16.3.12,172.19.75.109,6,52632,1,4567,3,4,168,228,0,4,1577190491.99932
172.16.3.4,172.16.7.10,6,22,1,46202,14,12,1688,1770,1,10,1577190492.021505
172.16.3.4,172.16.7.10,6,22,1,46204,14,12,1688,1770,1,10,1577190492.026762
172.16.3.14,172.16.4.153,6,22,0,39778,0,1,0,40,1,0,1577190492.191293
172.16.3.14,172.16.5.125,6,22,0,58188,0,1,0,40,1,0,1577190492.191483
172.16.3.14,172.16.4.218,6,22,0,30494,0,1,0,40,1,0,1577190492.194889
172.16.3.10,172.16.2.3,6,22,1,54480,14,12,1688,1770,1,10,1577190492.241551
172.16.3.10,172.16.2.3,6,22,1,54482,14,12,1688,1770,1,10,1577190492.259172
172.16.3.6,68.91.194.163,6,6125,1,39902,1,1,40,40,1,0,1577190492.277032
172.16.3.4,172.16.2.3,6,22,1,52114,14,12,1688,1770,1,10,1577190492.456283
172.16.3.4,172.16.2.3,6,22,1,52116,14,12,1688,1770,1,10,1577190492.487617
172.16.3.5,172.16.1.10,6,22,1,39652,14,12,1688,1770,1,10,1577190493.033459
172.16.3.5,172.16.1.10,6,22,1,39654,14,12,1688,1770,1,10,1577190493.033838
172.16.3.10,172.16.1.10,6,22,1,50766,14,12,1688,1762,1,10,1577190493.138501
172.16.3.10,172.16.1.10,6,22,1,50768,14,12,1688,1770,1,10,1577190493.151069
172.16.3.5,172.16.5.10,6,22,1,57784,14,12,1688,1770,1,10,1577190493.233141
172.16.3.6,172.16.1.10,6,22,1,36152,14,12,1688,1770,1,10,1577190493.234217
172.16.3.5,172.16.5.10,6,22,1,57786,14,12,1688,1770,1,10,1577190493.236219
172.16.3.6,172.16.1.10,6,22,1,36154,14,12,1688,1770,1,10,1577190493.24023
172.16.3.6,172.16.5.12,6,22,1,38600,14,12,1688,1770,1,10,1577190493.265476
172.16.3.6,172.16.5.12,6,22,1,38602,12,12,1584,1770,1,10,1577190493.285086
172.16.3.4,172.16.1.10,6,22,1,50212,14,12,1688,1770,1,10,1577190493.366477
172.16.3.4,172.16.1.10,6,22,1,50214,14,12,1688,1770,1,10,1577190493.375295
172.16.3.4,172.16.5.10,6,22,1,40480,13,12,1636,1770,1,10,1577190493.513818
172.16.3.4,172.16.5.10,6,22,1,40482,13,12,1636,1770,1,10,1577190493.518728
172.16.3.4,172.16.6.5,6,22,1,47966,14,12,1688,1762,1,10,1577190493.555125
172.16.3.4,172.16.6.5,6,22,1,47968,14,12,1688,1770,1,10,1577190493.556817
172.16.3.5,172.16.6.11,6,22,1,55380,14,12,1688,1770,1,10,1577190493.566947
172.16.3.5,172.16.6.11,6,22,1,55382,14,12,1688,1770,1,10,1577190493.57783
172.16.3.6,172.16.7.11,6,22,1,59688,14,12,1688,1770,1,10,1577190493.701111
172.16.3.6,172.16.7.11,6,22,1,59690,14,12,1688,1770,1,10,1577190493.728014
172.16.3.4,172.16.7.11,6,22,1,48970,14,12,1688,1770,1,10,1577190493.766835
172.16.3.4,172.16.7.11,6,22,1,48972,14,12,1688,1770,1,10,1577190493.770944
172.16.3.4,172.16.6.11,6,22,1,47774,14,12,1688,1770,1,10,1577190493.863086
172.16.3.4,172.16.6.11,6,22,1,47776,14,12,1688,1762,1,10,1577190493.874583
172.16.3.5,172.16.7.11,6,22,1,50988,11,12,1532,1770,1,10,1577190493.928198
172.16.3.6,172.16.5.14,6,22,1,56618,14,12,1688,1770,1,10,1577190493.94516
172.16.3.5,172.16.7.11,6,22,1,50990,11,12,1532,1770,1,10,1577190493.946739
172.16.3.6,172.16.5.14,6,22,1,56620,14,12,1688,1770,1,10,1577190493.955747
172.16.3.6,172.16.6.11,6,22,1,45350,12,12,1584,1770,1,10,1577190493.956349
172.16.3.6,172.16.6.11,6,22,1,45352,12,12,1584,1770,1,10,1577190493.99026
172.16.3.10,172.16.5.14,6,22,1,56886,14,12,1688,1770,1,10,1577190494.017691
172.16.3.10,172.16.5.14,6,22,1,56888,14,12,1688,1770,1,10,1577190494.035326
172.16.3.4,172.16.6.12,6,22,1,36708,14,12,1688,1770,1,10,1577190494.178309
172.16.3.4,172.16.6.12,6,22,1,36710,14,12,1688,1770,1,10,1577190494.182291
172.16.3.6,172.16.6.12,6,22,1,53216,14,12,1688,1770,1,10,1577190494.195965
172.16.3.5,172.16.5.14,6,22,1,41078,12,12,1584,1770,1,10,1577190494.196823
172.16.3.6,172.16.6.12,6,22,1,53218,14,12,1688,1770,1,10,1577190494.20279
172.16.3.5,172.16.5.14,6,22,1,41080,12,12,1584,1770,1,10,1577190494.206848
172.16.3.10,172.16.6.12,6,22,1,44428,14,12,1688,1770,1,10,1577190494.220362
172.16.3.10,172.16.6.12,6,22,1,44430,14,12,1688,1770,1,10,1577190494.223281
172.16.3.10,172.16.1.14,6,22,1,60326,14,12,1688,1770,1,10,1577190494.242755
172.16.3.10,172.16.1.14,6,22,1,60328,14,12,1688,1770,1,10,1577190494.24292
172.16.3.14,171.170.3.46,6,875,1,5338,1,1,40,40,1,0,1577190494.440516
172.16.3.2,193.75.128.150,6,7059,1,57047,1,1,40,40,1,0,1577190494.676938
172.16.3.10,243.117.170.76,6,8158,1,51371,1,1,40,40,1,0,1577190494.678584
172.16.3.10,172.16.5.4,6,22,1,45582,14,12,1688,1770,1,10,1577190494.903011
172.16.3.10,172.16.5.4,6,22,1,45584,14,12,1688,1770,1,10,1577190494.914457
172.16.3.6,172.16.5.4,6,22,1,55354,14,12,1688,1770,1,10,1577190495.092995
172.16.3.6,172.16.5.4,6,22,1,55356,14,12,1688,1770,1,10,1577190495.113646
172.16.3.14,172.19.75.109,6,46944,1,4567,3,4,168,228,0,4,1577190495.181085
172.16.3.4,172.16.1.9,6,22,1,59740,13,12,1636,1770,1,10,1577190495.451964
172.16.3.4,172.16.1.9,6,22,1,59742,14,11,1688,1638,1,9,1577190495.454475
172.16.3.10,172.16.4.7,6,22,1,56396,13,10,1636,1666,1,9,1577190495.646161
172.16.3.10,172.16.4.7,6,22,1,56398,11,9,1372,1550,1,7,1577190495.648109
172.16.3.5,172.16.4.7,6,22,1,55490,11,8,1372,1498,1,7,1577190495.65291
172.16.3.5,172.16.4.7,6,22,1,55492,12,9,1488,1550,1,8,1577190495.654155
172.16.3.4,192.168.1.15,6,22,1,55592,12,11,1760,1686,1,10,1577190495.86453
172.16.3.4,192.168.1.15,6,22,1,55594,12,9,1760,1166,1,9,1577190495.880953
172.16.3.12,172.16.1.4,6,22,0,52920,10,13,1666,1556,1,9,1577190495.889269
172.16.3.12,172.16.1.4,6,22,0,52922,10,13,1666,1556,1,9,1577190495.889448
172.16.3.12,172.16.4.11,6,22,0,36058,10,13,1666,1556,1,9,1577190495.889714
172.16.3.12,172.16.4.11,6,22,0,36060,12,13,1770,1556,1,9,1577190495.891347
172.16.3.12,172.16.5.3,6,22,0,52470,11,14,1270,1688,1,9,1577190495.89234
172.16.3.12,172.16.5.3,6,22,0,52472,11,14,1270,1688,1,9,1577190495.892991
172.16.3.12,172.16.1.3,6,22,0,34006,5,7,268,460,1,2,1577190495.897757
172.16.3.12,172.16.1.3,6,22,0,34008,7,6,717,344,1,4,1577190495.900118
172.16.3.12,172.16.4.9,6,22,0,36462,11,14,1718,1688,1,10,1577190495.900534
172.16.3.12,172.16.4.9,6,22,0,36464,11,14,1718,1688,1,10,1577190495.901428
172.16.3.12,172.16.6.13,6,22,0,35066,10,13,1666,1556,1,9,1577190495.902206
172.16.3.12,172.16.6.13,6,22,0,35068,12,14,1770,1688,1,10,1577190495.902584
172.16.3.12,172.16.2.13,6,22,0,44054,11,14,1270,1688,1,9,1577190495.903363
172.16.3.12,172.16.2.13,6,22,0,44056,10,14,1218,1688,1,9,1577190495.904606
172.16.3.12,172.16.6.4,6,22,0,44260,8,10,568,704,1,5,1577190495.909022
