intIP,extIP,proto,dport,dir,sport,incount,outcount,insize,outsize,scount,pcount,time
172.16.7.4,172.16.3.14,6,22,1,35894,1,1,52,132,0,1,1577189883.153061
172.16.7.4,172.16.3.14,6,22,1,35892,1,1,52,132,0,1,1577189883.159025
172.16.7.5,172.16.1.14,6,22,1,43886,7,5,540,404,0,5,1577189883.173656
172.16.7.6,172.16.1.14,6,22,1,33458,6,4,488,272,0,4,1577189883.176
172.16.7.5,172.16.1.14,6,22,1,43884,7,6,540,456,0,5,1577189883.185176
172.16.7.6,172.16.1.14,6,22,1,33460,6,6,488,456,0,5,1577189883.188522
172.16.7.3,172.16.1.14,6,22,1,55026,5,3,276,236,0,2,1577189883.192566
172.16.7.3,172.16.1.14,6,22,1,55028,6,2,424,184,0,3,1577189883.195261
172.16.7.12,172.16.5.5,6,22,0,39892,9,11,1102,1372,1,6,1577189883.205368
172.16.7.12,172.16.5.5,6,22,0,39894,9,11,1102,1372,1,6,1577189883.205802
172.16.7.12,172.16.5.6,6,22,0,57670,10,11,2401,1436,1,10,1577189883.206158
172.16.7.12,172.16.5.6,6,22,0,57672,7,6,2181,1016,1,6,1577189883.20867
172.16.7.12,172.16.6.4,6,22,0,41474,8,11,1050,1436,1,7,1577189883.211052
172.16.7.12,172.16.6.4,6,22,0,41476,8,9,1050,1252,1,5,1577189883.211606
172.16.7.12,172.16.5.3,6,22,0,51376,10,13,1602,1636,1,9,1577189883.215642
172.16.7.12,172.16.5.3,6,22,0,51378,10,12,1602,1520,1,8,1577189883.216232
172.16.7.12,172.16.1.12,6,22,0,48898,9,12,1102,1488,1,7,1577189883.219648
172.16.7.12,172.16.1.12,6,22,0,48900,11,11,1718,1436,1,9,1577189883.222404
172.16.7.9,172.16.3.10,6,22,0,38268,7,9,900,580,1,5,1577189883.226324
172.16.7.9,172.16.3.10,6,22,0,38270,8,6,1114,480,1,5,1577189883.226763
172.16.7.12,172.16.1.3,6,22,0,42494,8,8,552,608,1,5,1577189883.227888
172.16.7.9,172.16.2.14,6,22,0,41016,3,5,236,284,1,2,1577189883.228434
172.16.7.12,172.16.1.3,6,22,0,42496,9,7,877,628,1,8,1577189883.232483
172.16.7.9,172.16.2.14,6,41018,1,22,5,6,1334,1024,0,6,1577189883.233868
172.16.7.12,172.16.6.9,6,22,0,39150,7,7,892,476,1,4,1577189883.235536
172.16.7.12,172.16.6.9,6,22,0,39152,7,8,892,536,1,4,1577189883.235934
172.16.7.12,172.16.5.8,6,22,0,49138,4,5,736,332,1,3,1577189883.237137
172.16.7.9,172.16.5.3,6,41758,1,22,5,5,1342,284,0,4,1577189883.239452
172.16.7.12,172.16.5.8,6,22,0,49140,4,4,288,216,1,1,1577189883.240297
172.16.7.9,172.16.4.14,6,37906,1,22,4,6,296,456,0,3,1577189883.24538
172.16.7.9,172.16.4.14,6,37904,1,22,4,6,736,392,0,4,1577189883.245517
172.16.7.12,172.16.4.11,6,59310,1,22,8,7,1490,1180,0,6,1577189883.247461
172.16.7.9,172.16.5.6,6,22,0,53730,5,7,1413,1140,0,7,1577189883.250444
172.16.7.9,172.16.5.9,6,22,0,58828,8,9,1008,1396,0,8,1577189883.255425
172.16.7.9,172.16.1.4,6,51182,1,22,8,8,1106,1280,0,7,1577189883.256207
172.16.7.9,172.16.1.4,6,22,0,51180,7,7,508,524,0,5,1577189883.265344
172.16.7.9,172.16.4.4,6,53370,1,22,10,7,896,644,0,8,1577189883.275046
172.16.7.12,172.16.5.9,6,22,0,46540,8,8,1000,600,0,6,1577189883.280713
172.16.7.12,172.16.5.9,6,46538,1,22,6,8,840,1168,0,5,1577189883.281508
172.16.7.9,172.16.5.6,6,53732,1,22,8,5,2248,1108,0,8,1577189883.282119
172.16.7.12,172.16.2.9,6,48558,1,22,8,6,1042,1072,0,5,1577189883.284198
172.16.7.12,172.16.4.11,6,59312,1,22,6,5,840,276,0,3,1577189883.28515
172.16.7.9,172.16.4.4,6,22,0,53372,9,9,1901,1268,1,8,1577189883.286186
172.16.7.9,172.16.6.13,6,22,0,33378,9,10,1004,1464,1,7,1577189883.290109
172.16.7.9,172.16.6.13,6,33380,1,22,9,6,1542,1088,0,6,1577189883.299081
172.16.7.12,172.16.6.8,6,36434,1,22,9,7,1004,1252,0,7,1577189883.329364
172.16.7.12,172.16.2.9,6,22,0,48556,7,5,956,996,0,5,1577189883.330831
172.16.7.9,172.16.5.9,6,58830,1,22,4,5,736,324,0,3,1577189883.339173
172.16.7.9,172.16.5.3,6,22,0,41756,3,6,236,392,0,3,1577189883.351099
172.16.7.12,172.16.6.8,6,22,0,36436,9,11,1550,1436,1,8,1577189883.357599
172.16.7.9,172.16.1.3,6,22,0,53094,6,5,1681,964,1,5,1577189883.369797
172.16.7.9,172.16.1.3,6,22,0,53096,7,8,653,688,1,6,1577189883.393595
172.16.7.5,172.16.5.12,6,60152,0,22,7,8,540,1554,0,7,1577189883.500222
172.16.7.3,172.16.6.12,6,41006,0,22,8,8,592,1554,0,7,1577189883.50633
172.16.7.3,172.16.6.12,6,22,1,41008,10,7,1376,956,1,7,1577189883.507498
172.16.7.5,172.16.5.12,6,22,1,60154,8,6,672,456,0,6,1577189883.508867
172.16.7.13,121.166.11.1,6,1702,1,48801,1,1,40,40,1,0,1577189883.548872
172.16.7.6,172.16.1.10,6,50560,0,22,8,8,592,1546,0,7,1577189883.559418
172.16.7.6,172.16.1.10,6,50562,0,22,10,8,1368,1554,0,8,1577189883.562687
172.16.7.9,33.80.249.7,6,5301,1,59325,1,1,40,40,1,0,1577189883.577779
172.16.7.7,214.117.166.21,6,4627,1,17631,1,1,40,40,1,0,1577189883.594813
172.16.7.7,161.254.37.236,6,4218,1,6002,1,1,40,40,1,0,1577189883.635088
172.16.7.5,172.16.6.12,6,22,1,41618,14,12,1688,1770,1,10,1577189883.77978
172.16.7.5,172.16.6.12,6,22,1,41620,12,12,1584,1770,1,10,1577189883.783519
